,flo_in,sed_in
2003-04-20,15.3,.628E+04
2003-04-21,20.3,.909E+04
2003-04-22,14.4,.578E+04
2003-04-23,14.4,.578E+04
2003-04-24,14.4,.584E+04
2003-04-25,14.6,.594E+04
2003-04-26,17.5,.757E+04
2003-04-27,14.4,.578E+04
2003-04-28,14.3,.577E+04
2003-04-29,14.3,.578E+04
2003-04-30,53.1,.253E+05
2003-05-01,14.4,.579E+04
2003-05-02,14.3,.578E+04
2003-05-03,14.3,.579E+04
2003-05-04,14.3,.574E+04
2003-05-05,14.3,.579E+04
2003-05-06,14.3,.577E+04
2003-05-07,14.2,.567E+04
2003-05-08,41.0,.196E+05
2003-05-09,14.3,.567E+04
2003-05-10,14.1,.561E+04
2003-05-11,14.0,.561E+04
2003-05-12,14.5,.584E+04
2003-05-13,13.9,.558E+04
2003-05-14,13.9,.558E+04
2003-05-15,56.1,.274E+05
2003-05-16,17.5,.754E+04
2003-05-17,14.0,.557E+04
2003-05-18,13.9,.555E+04
2003-05-19,14.6,.584E+04
2003-05-20,170.,.702E+05
2003-05-21,37.6,.178E+05
2003-05-22,13.2,.477E+04
2003-05-23,12.5,.424E+04
2003-05-24,12.1,.396E+04
2003-05-25,11.9,.377E+04
2003-05-26,11.6,.362E+04
2003-05-27,11.1,.334E+04
2003-05-28,10.8,.312E+04
2003-05-29,10.4,.303E+04
2003-05-30,10.1,.283E+04
2003-05-31,58.2,.285E+05
2003-06-01,10.9,.347E+04
2003-06-02,12.8,.463E+04
2003-06-03,64.5,.315E+05
2003-06-04,10.5,.331E+04
2003-06-05,12.4,.445E+04
2003-06-06,9.04,.240E+04
2003-06-07,8.95,.240E+04
2003-06-08,8.77,.240E+04
2003-06-09,8.70,.240E+04
2003-06-10,8.59,.239E+04
2003-06-11,8.61,.238E+04
2003-06-12,8.82,.253E+04
2003-06-13,8.40,.234E+04
2003-06-14,9.16,.281E+04
2003-06-15,8.58,.240E+04
2003-06-16,8.43,.240E+04
2003-06-17,11.6,.430E+04
2003-06-18,8.36,.239E+04
2003-06-19,8.29,.230E+04
2003-06-20,8.30,.233E+04
2003-06-21,8.23,.224E+04
2003-06-22,8.37,.239E+04
2003-06-23,8.53,.245E+04
2003-06-24,10.6,.368E+04
2003-06-25,43.1,.213E+05
2003-06-26,8.82,.263E+04
2003-06-27,8.52,.245E+04
2003-06-28,10.9,.377E+04
2003-06-29,17.2,.757E+04
2003-06-30,99.8,.460E+05
2003-07-01,10.9,.379E+04
2003-07-02,8.91,.265E+04
2003-07-03,10.9,.379E+04
2003-07-04,33.2,.161E+05
2003-07-05,8.89,.264E+04
2003-07-06,8.98,.268E+04
2003-07-07,85.7,.405E+05
2003-07-08,11.3,.400E+04
2003-07-09,9.17,.277E+04
2003-07-10,9.26,.288E+04
2003-07-11,13.9,.562E+04
2003-07-12,10.4,.352E+04
2003-07-13,37.2,.181E+05
2003-07-14,18.1,.798E+04
2003-07-15,9.14,.277E+04
2003-07-16,9.23,.278E+04
2003-07-17,9.33,.289E+04
2003-07-18,9.34,.289E+04
2003-07-19,9.44,.297E+04
2003-07-20,9.37,.290E+04
2003-07-21,137.,.591E+05
2003-07-22,12.5,.465E+04
2003-07-23,21.8,.100E+05
2003-07-24,51.0,.248E+05
2003-07-25,9.59,.302E+04
2003-07-26,16.7,.716E+04
2003-07-27,9.61,.303E+04
2003-07-28,9.59,.303E+04
2003-07-29,10.4,.348E+04
2003-07-30,13.2,.509E+04
2003-07-31,9.64,.303E+04
2003-08-01,9.79,.304E+04
2003-08-02,9.67,.303E+04
2003-08-03,9.56,.303E+04
2003-08-04,9.57,.303E+04
2003-08-05,11.6,.418E+04
2003-08-06,9.74,.303E+04
2003-08-07,9.76,.303E+04
2003-08-08,10.6,.354E+04
2003-08-09,37.6,.183E+05
2003-08-10,9.74,.303E+04
2003-08-11,9.71,.303E+04
2003-08-12,9.78,.303E+04
2003-08-13,9.80,.303E+04
2003-08-14,234.,.958E+05
2003-08-15,.101E+04,.284E+06
2003-08-16,122.,.543E+05
2003-08-17,78.4,.371E+05
2003-08-18,15.3,.613E+04
2003-08-19,11.2,.383E+04
2003-08-20,10.5,.333E+04
2003-08-21,10.2,.330E+04
2003-08-22,10.3,.331E+04
2003-08-23,10.3,.332E+04
2003-08-24,10.3,.338E+04
2003-08-25,10.3,.338E+04
2003-08-26,10.5,.344E+04
2003-08-27,136.,.591E+05
2003-08-28,13.5,.512E+04
2003-08-29,10.8,.360E+04
2003-08-30,10.9,.371E+04
2003-08-31,11.0,.371E+04
2003-09-01,12.5,.460E+04
2003-09-02,11.0,.371E+04
2003-09-03,10.9,.371E+04
2003-09-04,11.0,.370E+04
2003-09-05,11.0,.374E+04
2003-09-06,11.0,.373E+04
2003-09-07,11.4,.399E+04
2003-09-08,11.2,.380E+04
2003-09-09,11.1,.374E+04
2003-09-10,11.1,.379E+04
2003-09-11,11.1,.379E+04
2003-09-12,11.3,.399E+04
2003-09-13,11.2,.379E+04
2003-09-14,11.2,.385E+04
2003-09-15,11.2,.385E+04
2003-09-16,11.4,.399E+04
2003-09-17,11.3,.395E+04
2003-09-18,11.3,.399E+04
2003-09-19,11.2,.385E+04
2003-09-20,47.3,.229E+05
2003-09-21,579.,.186E+06
2003-09-22,58.9,.283E+05
2003-09-23,17.4,.722E+04
2003-09-24,24.7,.114E+05
2003-09-25,13.4,.506E+04
2003-09-26,11.5,.400E+04
2003-09-27,11.5,.400E+04
2003-09-28,11.5,.400E+04
2003-09-29,11.5,.400E+04
2003-09-30,11.4,.400E+04
2003-10-01,11.4,.400E+04
2003-10-02,11.3,.400E+04
2003-10-03,11.4,.400E+04
2003-10-04,11.4,.400E+04
2003-10-05,11.4,.400E+04
2003-10-06,11.2,.373E+04
2003-10-07,5.45,22.9
2003-10-08,5.48,24.0
2003-10-09,5.51,24.2
2003-10-10,5.57,24.9
2003-10-11,5.66,27.3
2003-10-12,9.12,.121E+04
2003-10-13,230.,.938E+05
2003-10-14,110.,.495E+05
2003-10-15,14.1,.402E+04
2003-10-16,6.51,125.
2003-10-17,6.47,138.
2003-10-18,6.57,170.
2003-10-19,6.64,188.
2003-10-20,6.76,223.
2003-10-21,6.86,279.
2003-10-22,46.2,.219E+05
2003-10-23,16.0,.540E+04
2003-10-24,7.30,493.
2003-10-25,4.76,628.
2003-10-26,5.01,667.
2003-10-27,5.28,771.
2003-10-28,50.5,.252E+05
2003-10-29,5.69,891.
2003-10-30,5.97,.100E+04
2003-10-31,6.22,.110E+04
2003-11-01,6.46,.122E+04
2003-11-02,6.68,.131E+04
2003-11-03,7.22,.152E+04
2003-11-04,6.77,.130E+04
2003-11-05,11.6,.371E+04
2003-11-06,27.1,.126E+05
2003-11-07,6.00,504.
2003-11-08,6.18,589.
2003-11-09,6.52,821.
2003-11-10,37.7,.182E+05
2003-11-11,37.9,.184E+05
2003-11-12,6.82,.102E+04
2003-11-13,6.67,.102E+04
2003-11-14,6.75,.109E+04
2003-11-15,6.86,.120E+04
2003-11-16,7.09,.131E+04
2003-11-17,7.08,.137E+04
2003-11-18,7.17,.150E+04
2003-11-19,7.30,.158E+04
2003-11-20,35.4,.174E+05
2003-11-21,11.2,.378E+04
2003-11-22,7.74,.182E+04
2003-11-23,7.92,.202E+04
2003-11-24,11.6,.413E+04
2003-11-25,281.,.110E+06
2003-11-26,52.9,.247E+05
2003-11-27,11.6,.399E+04
2003-11-28,9.51,.287E+04
2003-11-29,350.,.138E+06
2003-11-30,945.,.277E+06
2003-12-01,528.,.177E+06
2003-12-02,115.,.523E+05
2003-12-03,33.0,.156E+05
2003-12-04,15.9,.653E+04
2003-12-05,15.9,.649E+04
2003-12-06,11.2,.384E+04
2003-12-07,10.5,.341E+04
2003-12-08,10.5,.335E+04
2003-12-09,10.6,.351E+04
2003-12-10,10.7,.362E+04
2003-12-11,32.4,.154E+05
2003-12-12,47.4,.229E+05
2003-12-13,13.8,.531E+04
2003-12-14,11.7,.412E+04
2003-12-15,11.5,.404E+04
2003-12-16,11.6,.406E+04
2003-12-17,11.7,.413E+04
2003-12-18,11.8,.432E+04
2003-12-19,11.9,.433E+04
2003-12-20,12.1,.436E+04
2003-12-21,12.2,.443E+04
2003-12-22,12.3,.455E+04
2003-12-23,12.4,.457E+04
2003-12-24,12.5,.464E+04
2003-12-25,12.6,.463E+04
2003-12-26,12.9,.484E+04
2003-12-27,16.4,.693E+04
2003-12-28,12.9,.485E+04
2003-12-29,13.0,.486E+04
2003-12-30,13.0,.487E+04
2003-12-31,13.1,.495E+04
2004-01-01,13.2,.499E+04
2004-01-02,13.2,.507E+04
2004-01-03,13.2,.508E+04
2004-01-04,12.8,.509E+04
2004-01-05,12.8,.508E+04
2004-01-06,12.8,.510E+04
2004-01-07,12.9,.510E+04
2004-01-08,12.9,.516E+04
2004-01-09,12.9,.516E+04
2004-01-10,12.9,.517E+04
2004-01-11,12.3,.515E+04
2004-01-12,12.3,.515E+04
2004-01-13,15.8,.725E+04
2004-01-14,12.4,.516E+04
2004-01-15,12.4,.516E+04
2004-01-16,12.4,.516E+04
2004-01-17,12.7,.535E+04
2004-01-18,12.5,.516E+04
2004-01-19,14.0,.610E+04
2004-01-20,12.5,.510E+04
2004-01-21,12.5,.516E+04
2004-01-22,12.5,.509E+04
2004-01-23,12.5,.510E+04
2004-01-24,12.6,.510E+04
2004-01-25,12.5,.510E+04
2004-01-26,12.5,.509E+04
2004-01-27,12.5,.509E+04
2004-01-28,12.5,.509E+04
2004-01-29,12.5,.509E+04
2004-01-30,12.5,.507E+04
2004-01-31,12.5,.500E+04
2004-02-01,12.5,.495E+04
2004-02-02,21.7,.101E+05
2004-02-03,18.6,.838E+04
2004-02-04,12.5,.487E+04
2004-02-05,12.4,.487E+04
2004-02-06,12.4,.486E+04
2004-02-07,12.4,.480E+04
2004-02-08,12.4,.478E+04
2004-02-09,12.3,.478E+04
2004-02-10,12.3,.470E+04
2004-02-11,12.3,.466E+04
2004-02-12,12.2,.465E+04
2004-02-13,12.2,.466E+04
2004-02-14,12.3,.465E+04
2004-02-15,12.2,.459E+04
2004-02-16,12.1,.457E+04
2004-02-17,12.1,.451E+04
2004-02-18,12.0,.440E+04
2004-02-19,12.0,.438E+04
2004-02-20,12.0,.438E+04
2004-02-21,11.9,.437E+04
2004-02-22,11.8,.437E+04
2004-02-23,18.8,.831E+04
2004-02-24,11.9,.436E+04
2004-02-25,11.8,.423E+04
2004-02-26,11.7,.409E+04
2004-02-27,11.7,.415E+04
2004-02-28,11.7,.409E+04
2004-02-29,11.6,.409E+04
2004-03-01,13.7,.535E+04
2004-03-02,11.6,.408E+04
2004-03-03,11.6,.407E+04
2004-03-04,11.5,.403E+04
2004-03-05,11.4,.395E+04
2004-03-06,11.8,.413E+04
2004-03-07,11.3,.388E+04
2004-03-08,11.3,.386E+04
2004-03-09,11.2,.378E+04
2004-03-10,11.1,.375E+04
2004-03-11,11.1,.369E+04
2004-03-12,11.1,.370E+04
2004-03-13,11.0,.367E+04
2004-03-14,10.9,.365E+04
2004-03-15,11.0,.364E+04
2004-03-16,10.9,.358E+04
2004-03-17,10.7,.347E+04
2004-03-18,56.1,.272E+05
2004-03-19,10.9,.353E+04
2004-03-20,69.9,.342E+05
2004-03-21,10.8,.339E+04
2004-03-22,32.1,.153E+05
2004-03-23,11.0,.359E+04
2004-03-24,14.2,.546E+04
2004-03-25,14.2,.546E+04
2004-03-26,28.5,.133E+05
2004-03-27,10.4,.313E+04
2004-03-28,10.3,.310E+04
2004-03-29,10.2,.311E+04
2004-03-30,92.4,.436E+05
2004-03-31,123.,.551E+05
2004-04-01,11.4,.366E+04
2004-04-02,246.,.939E+05
2004-04-03,18.3,.766E+04
2004-04-04,43.0,.209E+05
2004-04-05,10.7,.331E+04
2004-04-06,10.2,.307E+04
2004-04-07,10.2,.307E+04
2004-04-08,32.0,.152E+05
2004-04-09,10.3,.311E+04
2004-04-10,10.3,.311E+04
2004-04-11,10.4,.311E+04
2004-04-12,10.3,.311E+04
2004-04-13,10.6,.328E+04
2004-04-14,10.8,.338E+04
2004-04-15,10.5,.316E+04
2004-04-16,10.4,.313E+04
2004-04-17,10.3,.313E+04
2004-04-18,10.5,.321E+04
2004-04-19,10.7,.337E+04
2004-04-20,12.3,.428E+04
2004-04-21,10.4,.320E+04
2004-04-22,10.2,.295E+04
2004-04-23,10.7,.324E+04
2004-04-24,10.1,.275E+04
2004-04-25,9.76,.255E+04
2004-04-26,9.60,.246E+04
2004-04-27,16.4,.644E+04
2004-04-28,15.4,.573E+04
2004-04-29,9.28,.216E+04
2004-04-30,9.03,.193E+04
2004-05-01,9.13,.197E+04
2004-05-02,9.15,.193E+04
2004-05-03,8.98,.188E+04
2004-05-04,22.5,.971E+04
2004-05-05,27.1,.122E+05
2004-05-06,8.99,.184E+04
2004-05-07,8.77,.165E+04
2004-05-08,8.82,.165E+04
2004-05-09,22.5,.965E+04
2004-05-10,50.3,.242E+05
2004-05-11,8.50,.143E+04
2004-05-12,8.59,.149E+04
2004-05-13,10.3,.251E+04
2004-05-14,9.59,.208E+04
2004-05-15,8.09,.137E+04
2004-05-16,35.4,.167E+05
2004-05-17,7.84,.128E+04
2004-05-18,7.80,.128E+04
2004-05-19,53.1,.258E+05
2004-05-20,59.6,.288E+05
2004-05-21,365.,.144E+06
2004-05-22,25.3,.111E+05
2004-05-23,11.8,.342E+04
2004-05-24,11.4,.334E+04
2004-05-25,7.32,.112E+04
2004-05-26,7.22,.107E+04
2004-05-27,7.40,.115E+04
2004-05-28,7.39,.118E+04
2004-05-29,7.38,.122E+04
2004-05-30,7.38,.121E+04
2004-05-31,12.3,.412E+04
2004-06-01,77.6,.378E+05
2004-06-02,7.76,.143E+04
2004-06-03,7.83,.153E+04
2004-06-04,7.77,.149E+04
2004-06-05,7.85,.154E+04
2004-06-06,13.1,.464E+04
2004-06-07,29.2,.138E+05
2004-06-08,9.63,.259E+04
2004-06-09,17.3,.712E+04
2004-06-10,9.77,.267E+04
2004-06-11,57.1,.278E+05
2004-06-12,33.1,.158E+05
2004-06-13,30.0,.142E+05
2004-06-14,8.72,.212E+04
2004-06-15,8.68,.205E+04
2004-06-16,9.04,.224E+04
2004-06-17,8.96,.223E+04
2004-06-18,8.98,.226E+04
2004-06-19,9.09,.229E+04
2004-06-20,9.15,.230E+04
2004-06-21,9.49,.250E+04
2004-06-22,9.18,.240E+04
2004-06-23,9.29,.251E+04
2004-06-24,9.36,.255E+04
2004-06-25,23.1,.104E+05
2004-06-26,9.67,.273E+04
2004-06-27,9.79,.274E+04
2004-06-28,9.67,.272E+04
2004-06-29,9.50,.262E+04
2004-06-30,10.0,.298E+04
2004-07-01,9.80,.282E+04
2004-07-02,9.88,.286E+04
2004-07-03,9.83,.286E+04
2004-07-04,9.63,.282E+04
2004-07-05,9.70,.281E+04
2004-07-06,9.61,.281E+04
2004-07-07,9.64,.281E+04
2004-07-08,9.66,.285E+04
2004-07-09,9.61,.285E+04
2004-07-10,9.50,.281E+04
2004-07-11,10.4,.327E+04
2004-07-12,9.71,.287E+04
2004-07-13,9.52,.282E+04
2004-07-14,9.60,.286E+04
2004-07-15,9.69,.286E+04
2004-07-16,18.3,.796E+04
2004-07-17,9.30,.262E+04
2004-07-18,11.1,.375E+04
2004-07-19,9.20,.261E+04
2004-07-20,9.09,.256E+04
2004-07-21,9.11,.256E+04
2004-07-22,9.22,.260E+04
2004-07-23,8.97,.256E+04
2004-07-24,8.87,.249E+04
2004-07-25,8.60,.226E+04
2004-07-26,11.7,.395E+04
2004-07-27,3.78,9.68
2004-07-28,4.21,15.0
2004-07-29,69.9,.333E+05
2004-07-30,5.15,29.5
2004-07-31,3.72,9.62
2004-08-01,1.59,6.64
2004-08-02,1.51,5.82
2004-08-03,1.46,5.24
2004-08-04,1.57,6.36
2004-08-05,1.44,4.63
2004-08-06,.693,.180E-04
2004-08-07,.717,.766E-05
2004-08-08,.732,.353E-05
2004-08-09,.738,.189E-05
2004-08-10,.941,.689E-01
2004-08-11,.299,.978E-06
2004-08-12,.311,.860E-06
2004-08-13,.351,.821E-06
2004-08-14,.258,.774E-06
2004-08-15,108.,.505E+05
2004-08-16,1.63,5.51
2004-08-17,.644,.377E-01
2004-08-18,.257,.609E-03
2004-08-19,.219,.550E-03
2004-08-20,.182,.387E-03
2004-08-21,.192,.263E-03
2004-08-22,.186,.211E-03
2004-08-23,19.1,.856E+04
2004-08-24,.178,.416E-03
2004-08-25,.174,.328E-03
2004-08-26,.168,.272E-03
2004-08-27,.446,.716E-01
2004-08-28,.143,.153E-03
2004-08-29,201.,.828E+05
2004-08-30,7.10,.124E+04
2004-08-31,12.6,.463E+04
2004-09-01,.154,.893E-03
2004-09-02,.125,.809E-03
2004-09-03,.878E-01,.724E-03
2004-09-04,473.,.171E+06
2004-09-05,71.0,.347E+05
2004-09-06,4.57,251.
2004-09-07,25.3,.121E+05
2004-09-08,.156,.349E-03
2004-09-09,3.27,74.4
2004-09-10,5.84,787.
2004-09-11,.927E-01,.120E-03
2004-09-12,.778E-01,.101E-03
2004-09-13,.627E-01,.883E-04
2004-09-14,.478E-01,.776E-04
2004-09-15,.551E-01,.688E-04
2004-09-16,.474E-01,.611E-04
2004-09-17,.429E-01,.542E-04
2004-09-18,.244E-01,.338E-04
2004-09-19,.297E-01,.256E-04
2004-09-20,.346E-01,.739E-05
2004-09-21,.408E-01,.337E-05
2004-09-22,.629E-01,.180E-05
2004-09-23,.659E-01,.116E-05
2004-09-24,.791E-01,.906E-06
2004-09-25,59.3,.294E+05
2004-09-26,73.9,.369E+05
2004-09-27,55.9,.281E+05
2004-09-28,.256,.507E-03
2004-09-29,78.1,.388E+05
2004-09-30,15.0,.598E+04
2004-10-01,.349,.738E-03
2004-10-02,.352,.671E-03
2004-10-03,379.,.149E+06
2004-10-04,19.6,.836E+04
2004-10-05,361.,.141E+06
2004-10-06,27.7,.130E+05
2004-10-07,3.57,50.9
2004-10-08,79.6,.394E+05
2004-10-09,.218E+04,.454E+06
2004-10-10,416.,.153E+06
2004-10-11,69.7,.334E+05
2004-10-12,109.,.505E+05
2004-10-13,314.,.120E+06
2004-10-14,46.4,.227E+05
2004-10-15,12.1,.389E+04
2004-10-16,5.93,588.
2004-10-17,4.21,94.7
2004-10-18,3.77,42.1
2004-10-19,90.9,.441E+05
2004-10-20,.262E+04,.504E+06
2004-10-21,521.,.184E+06
2004-10-22,98.0,.466E+05
2004-10-23,28.9,.133E+05
2004-10-24,13.1,.444E+04
2004-10-25,8.38,.170E+04
2004-10-26,168.,.722E+05
2004-10-27,21.2,.901E+04
2004-10-28,9.24,.218E+04
2004-10-29,7.26,.114E+04
2004-10-30,76.7,.366E+05
2004-10-31,637.,.208E+06
2004-11-01,87.0,.422E+05
2004-11-02,24.4,.107E+05
2004-11-03,12.6,.394E+04
2004-11-04,9.71,.242E+04
2004-11-05,8.92,.208E+04
2004-11-06,8.85,.188E+04
2004-11-07,8.96,.209E+04
2004-11-08,9.17,.213E+04
2004-11-09,9.33,.222E+04
2004-11-10,9.55,.239E+04
2004-11-11,9.75,.248E+04
2004-11-12,49.1,.240E+05
2004-11-13,10.2,.275E+04
2004-11-14,14.1,.502E+04
2004-11-15,274.,.104E+06
2004-11-16,40.3,.186E+05
2004-11-17,15.1,.547E+04
2004-11-18,164.,.706E+05
2004-11-19,174.,.736E+05
2004-11-20,40.9,.193E+05
2004-11-21,45.8,.216E+05
2004-11-22,16.3,.614E+04
2004-11-23,13.0,.426E+04
2004-11-24,12.3,.396E+04
2004-11-25,12.3,.384E+04
2004-11-26,12.4,.398E+04
2004-11-27,12.5,.401E+04
2004-11-28,12.6,.410E+04
2004-11-29,12.8,.421E+04
2004-11-30,12.8,.421E+04
2004-12-01,12.9,.431E+04
2004-12-02,13.0,.431E+04
2004-12-03,13.1,.451E+04
2004-12-04,28.3,.129E+05
2004-12-05,178.,.756E+05
2004-12-06,35.9,.164E+05
2004-12-07,15.0,.538E+04
2004-12-08,13.8,.476E+04
2004-12-09,13.8,.485E+04
2004-12-10,13.8,.485E+04
2004-12-11,13.9,.484E+04
2004-12-12,17.7,.700E+04
2004-12-13,14.0,.487E+04
2004-12-14,14.1,.493E+04
2004-12-15,14.1,.500E+04
2004-12-16,14.2,.500E+04
2004-12-17,14.3,.507E+04
2004-12-18,14.3,.507E+04
2004-12-19,14.4,.507E+04
2004-12-20,14.4,.513E+04
2004-12-21,14.4,.513E+04
2004-12-22,14.5,.522E+04
2004-12-23,14.5,.522E+04
2004-12-24,14.5,.526E+04
2004-12-25,14.5,.526E+04
2004-12-26,14.6,.526E+04
2004-12-27,14.6,.526E+04
2004-12-28,14.6,.526E+04
2004-12-29,93.6,.443E+05
2004-12-30,15.5,.571E+04
2004-12-31,62.5,.299E+05
2005-01-01,15.4,.563E+04
2005-01-02,14.8,.531E+04
2005-01-03,14.8,.532E+04
2005-01-04,14.7,.532E+04
2005-01-05,14.8,.531E+04
2005-01-06,14.8,.531E+04
2005-01-07,14.8,.532E+04
2005-01-08,14.8,.531E+04
2005-01-09,14.8,.532E+04
2005-01-10,14.8,.532E+04
2005-01-11,14.8,.532E+04
2005-01-12,14.8,.532E+04
2005-01-13,14.8,.532E+04
2005-01-14,14.8,.533E+04
2005-01-15,126.,.567E+05
2005-01-16,.191E+04,.440E+06
2005-01-17,298.,.109E+06
2005-01-18,62.5,.295E+05
2005-01-19,28.7,.127E+05
2005-01-20,19.7,.793E+04
2005-01-21,16.8,.638E+04
2005-01-22,15.7,.585E+04
2005-01-23,15.3,.552E+04
2005-01-24,15.1,.547E+04
2005-01-25,15.1,.544E+04
2005-01-26,30.3,.138E+05
2005-01-27,15.1,.547E+04
2005-01-28,15.1,.547E+04
2005-01-29,18.7,.758E+04
2005-01-30,15.2,.547E+04
2005-01-31,15.1,.547E+04
2005-02-01,15.1,.547E+04
2005-02-02,15.1,.547E+04
2005-02-03,15.1,.547E+04
2005-02-04,15.1,.547E+04
2005-02-05,15.1,.547E+04
2005-02-06,15.1,.547E+04
2005-02-07,15.1,.547E+04
2005-02-08,26.8,.119E+05
2005-02-09,15.1,.547E+04
2005-02-10,16.6,.626E+04
2005-02-11,15.1,.547E+04
2005-02-12,15.1,.547E+04
2005-02-13,15.1,.547E+04
2005-02-14,15.0,.537E+04
2005-02-15,15.0,.538E+04
2005-02-16,45.6,.215E+05
2005-02-17,15.1,.538E+04
2005-02-18,15.0,.537E+04
2005-02-19,53.6,.257E+05
2005-02-20,15.2,.547E+04
2005-02-21,15.2,.547E+04
2005-02-22,15.0,.535E+04
2005-02-23,14.9,.535E+04
2005-02-24,50.0,.239E+05
2005-02-25,50.8,.242E+05
2005-02-26,15.0,.535E+04
2005-02-27,15.0,.535E+04
2005-02-28,14.9,.535E+04
2005-03-01,15.0,.535E+04
2005-03-02,14.9,.535E+04
2005-03-03,14.9,.535E+04
2005-03-04,119.,.543E+05
2005-03-05,18.3,.715E+04
2005-03-06,15.4,.554E+04
2005-03-07,15.0,.535E+04
2005-03-08,14.9,.522E+04
2005-03-09,14.9,.535E+04
2005-03-10,15.0,.535E+04
2005-03-11,60.5,.289E+05
2005-03-12,16.0,.587E+04
2005-03-13,15.1,.536E+04
2005-03-14,15.0,.535E+04
2005-03-15,15.0,.535E+04
2005-03-16,14.9,.535E+04
2005-03-17,15.4,.554E+04
2005-03-18,15.1,.536E+04
2005-03-19,14.9,.536E+04
2005-03-20,14.9,.535E+04
2005-03-21,14.9,.535E+04
2005-03-22,24.2,.105E+05
2005-03-23,71.5,.341E+05
2005-03-24,15.3,.549E+04
2005-03-25,18.6,.751E+04
2005-03-26,15.0,.536E+04
2005-03-27,14.9,.528E+04
2005-03-28,92.8,.441E+05
2005-03-29,16.7,.619E+04
2005-03-30,15.1,.536E+04
2005-03-31,15.0,.528E+04
2005-04-01,15.0,.536E+04
2005-04-02,15.1,.536E+04
2005-04-03,14.9,.528E+04
2005-04-04,42.7,.201E+05
2005-04-05,15.0,.536E+04
2005-04-06,14.8,.510E+04
2005-04-07,14.9,.528E+04
2005-04-08,14.9,.524E+04
2005-04-09,14.9,.536E+04
2005-04-10,14.8,.511E+04
2005-04-11,45.3,.214E+05
2005-04-12,33.3,.152E+05
2005-04-13,21.2,.890E+04
2005-04-14,14.9,.523E+04
2005-04-15,14.8,.511E+04
2005-04-16,14.9,.523E+04
2005-04-17,14.7,.511E+04
2005-04-18,14.9,.531E+04
2005-04-19,14.8,.519E+04
2005-04-20,24.2,.105E+05
2005-04-21,53.2,.255E+05
2005-04-22,14.8,.511E+04
2005-04-23,14.7,.508E+04
2005-04-24,14.8,.519E+04
2005-04-25,14.7,.508E+04
2005-04-26,48.1,.228E+05
2005-04-27,14.6,.508E+04
2005-04-28,14.5,.507E+04
2005-04-29,14.4,.502E+04
2005-04-30,14.5,.507E+04
2005-05-01,15.4,.549E+04
2005-05-02,84.6,.397E+05
2005-05-03,14.5,.504E+04
2005-05-04,14.3,.486E+04
2005-05-05,14.4,.494E+04
2005-05-06,33.3,.151E+05
2005-05-07,28.4,.125E+05
2005-05-08,13.1,.385E+04
2005-05-09,12.5,.355E+04
2005-05-10,12.0,.324E+04
2005-05-11,11.8,.320E+04
2005-05-12,11.4,.302E+04
2005-05-13,11.1,.281E+04
2005-05-14,10.7,.254E+04
2005-05-15,10.6,.257E+04
2005-05-16,10.0,.226E+04
2005-05-17,9.89,.225E+04
2005-05-18,9.50,.200E+04
2005-05-19,9.34,.199E+04
2005-05-20,9.18,.192E+04
2005-05-21,8.96,.183E+04
2005-05-22,9.01,.186E+04
2005-05-23,22.7,.977E+04
2005-05-24,12.2,.368E+04
2005-05-25,8.89,.186E+04
2005-05-26,8.55,.162E+04
2005-05-27,8.48,.162E+04
2005-05-28,8.43,.162E+04
2005-05-29,8.59,.163E+04
2005-05-30,15.7,.583E+04
2005-05-31,80.5,.393E+05
2005-06-01,6.34,.151E+04
2005-06-02,10.1,.360E+04
2005-06-03,31.3,.154E+05
2005-06-04,8.31,.247E+04
2005-06-05,6.77,.161E+04
2005-06-06,6.08,.162E+04
2005-06-07,6.26,.162E+04
2005-06-08,6.30,.162E+04
2005-06-09,6.39,.162E+04
2005-06-10,52.3,.264E+05
2005-06-11,6.87,.170E+04
2005-06-12,6.75,.163E+04
2005-06-13,7.02,.175E+04
2005-06-14,7.11,.175E+04
2005-06-15,12.7,.491E+04
2005-06-16,8.84,.263E+04
2005-06-17,7.52,.186E+04
2005-06-18,7.49,.186E+04
2005-06-19,7.43,.168E+04
2005-06-20,7.53,.181E+04
2005-06-21,7.46,.168E+04
2005-06-22,19.4,.852E+04
2005-06-23,11.3,.375E+04
2005-06-24,7.78,.174E+04
2005-06-25,7.72,.168E+04
2005-06-26,7.85,.175E+04
2005-06-27,7.91,.175E+04
2005-06-28,10.0,.296E+04
2005-06-29,9.68,.269E+04
2005-06-30,9.59,.265E+04
2005-07-01,8.49,.196E+04
2005-07-02,8.36,.187E+04
2005-07-03,3.61,8.51
2005-07-04,49.8,.238E+05
2005-07-05,15.9,.516E+04
2005-07-06,102.,.481E+05
2005-07-07,29.9,.133E+05
2005-07-08,5.04,28.9
2005-07-09,30.0,.134E+05
2005-07-10,83.4,.395E+05
2005-07-11,5.45,44.0
2005-07-12,5.89,129.
2005-07-13,5.96,141.
2005-07-14,9.73,.178E+04
2005-07-15,6.21,232.
2005-07-16,6.26,253.
2005-07-17,6.37,265.
2005-07-18,7.38,692.
2005-07-19,6.60,395.
2005-07-20,6.78,471.
2005-07-21,6.84,491.
2005-07-22,7.21,646.
2005-07-23,7.20,680.
2005-07-24,7.22,738.
2005-07-25,47.0,.226E+05
2005-07-26,890.,.261E+06
2005-07-27,71.8,.345E+05
2005-07-28,19.1,.704E+04
2005-07-29,10.3,.221E+04
