,flo_in,sed_in
2017-05-06,11.7,736.
2017-05-07,11.9,845.
2017-05-08,11.6,745.
2017-05-09,12.0,845.
2017-05-10,28.5,.854E+04
2017-05-11,11.8,810.
2017-05-12,11.7,810.
2017-05-13,342.,.124E+06
2017-05-14,28.6,.804E+04
2017-05-15,14.6,.162E+04
2017-05-16,12.3,835.
2017-05-17,12.1,843.
2017-05-18,12.2,834.
2017-05-19,11.8,742.
2017-05-20,11.7,743.
2017-05-21,11.7,735.
2017-05-22,11.6,735.
2017-05-23,11.7,734.
2017-05-24,11.8,793.
2017-05-25,12.2,861.
2017-05-26,20.0,.428E+04
2017-05-27,12.0,839.
2017-05-28,11.7,735.
2017-05-29,11.5,690.
2017-05-30,11.4,590.
2017-05-31,11.6,638.
2017-06-01,11.6,683.
2017-06-02,11.4,591.
2017-06-03,11.4,640.
2017-06-04,11.5,638.
2017-06-05,11.5,638.
2017-06-06,11.5,649.
2017-06-07,11.4,643.
2017-06-08,11.4,643.
2017-06-09,11.3,644.
2017-06-10,11.0,507.
2017-06-11,11.1,605.
2017-06-12,11.1,605.
2017-06-13,11.5,637.
2017-06-14,11.3,644.
2017-06-15,10.9,455.
2017-06-16,10.9,454.
2017-06-17,10.8,461.
2017-06-18,11.8,.169E+04
2017-06-19,35.1,.118E+05
2017-06-20,2.26,.263
2017-06-21,73.7,.301E+05
2017-06-22,1.88,.656E-03
2017-06-23,1.41,.630E-03
2017-06-24,1.38,.577E-03
2017-06-25,1.47,.851E-01
2017-06-26,1.39,.464E-03
2017-06-27,1.40,.414E-03
2017-06-28,1.42,.368E-03
2017-06-29,1.32,.257E-03
2017-06-30,1.37,.746E-04
2017-07-01,6.98,41.3
2017-07-02,1.37,.257E-03
2017-07-03,1.42,.173E-03
2017-07-04,394.,.138E+06
2017-07-05,42.0,.149E+05
2017-07-06,4.93,13.8
2017-07-07,1.91,.136E-02
2017-07-08,1.69,.123E-02
2017-07-09,1.67,.110E-02
2017-07-10,1.73,.982E-03
2017-07-11,1.83,.874E-03
2017-07-12,1.92,.259E-01
2017-07-13,2.03,.270E-01
2017-07-14,2.08,.264
2017-07-15,2.05,.262
2017-07-16,2.23,.275
2017-07-17,4.53,17.4
2017-07-18,6.08,33.7
2017-07-19,2.57,1.03
2017-07-20,2.50,.808
2017-07-21,5.71,30.8
2017-07-22,2.71,1.87
2017-07-23,3.03,3.69
2017-07-24,2.93,3.40
2017-07-25,2.94,3.41
2017-07-26,28.1,.836E+04
2017-07-27,17.5,.314E+04
2017-07-28,3.16,3.87
2017-07-29,3.26,4.55
2017-07-30,3.35,6.52
2017-07-31,3.14,4.70
2017-08-01,104.,.437E+05
2017-08-02,4.42,15.2
2017-08-03,3.42,6.75
2017-08-04,3.80,9.83
2017-08-05,3.45,6.70
2017-08-06,3.38,6.68
2017-08-07,3.63,8.77
2017-08-08,3.74,9.05
2017-08-09,7.92,127.
2017-08-10,3.68,8.80
2017-08-11,3.39,6.54
2017-08-12,18.2,.342E+04
2017-08-13,3.05,3.70
2017-08-14,20.9,.476E+04
2017-08-15,29.0,.869E+04
2017-08-16,3.25,4.11
2017-08-17,2.45,.937
2017-08-18,2.38,.926
2017-08-19,2.48,.938
2017-08-20,2.01,.656
2017-08-21,1.83,.260
2017-08-22,1.62,.260
2017-08-23,1.52,.260
2017-08-24,1.45,.246E-01
2017-08-25,1.42,.246E-01
2017-08-26,1.58,.246E-01
2017-08-27,1.47,.246E-01
2017-08-28,1.35,.246E-01
2017-08-29,1.29,.246E-01
2017-08-30,1.33,.785E-06
2017-08-31,43.1,.160E+05
2017-09-01,2.05,.200
2017-09-02,1.16,.232E-03
2017-09-03,.891,.164E-03
2017-09-04,1.07,.455E-04
2017-09-05,.806,.182E-04
2017-09-06,7.65,145.
2017-09-07,1.41,.214E-03
2017-09-08,.544,.658E-04
2017-09-09,.495,.218E-04
2017-09-10,.460,.839E-05
2017-09-11,.499,.798E-02
2017-09-12,47.0,.182E+05
2017-09-13,.164,.360E-03
2017-09-14,.273E-01,.356E-03
2017-09-15,.239E-01,.330E-03
2017-09-16,.213E-01,.296E-03
2017-09-17,188.,.756E+05
2017-09-18,19.5,.405E+04
2017-09-19,.314,.850E-03
2017-09-20,.932E-01,.780E-03
2017-09-21,.521E-01,.701E-03
2017-09-22,.227,.329
2017-09-23,50.2,.195E+05
2017-09-24,.506E-01,.710E-03
2017-09-25,.409E-01,.653E-03
2017-09-26,.351E-01,.589E-03
2017-09-27,.252E-01,.526E-03
2017-09-28,381.,.134E+06
2017-09-29,20.0,.410E+04
2017-09-30,2.57,1.68
2017-10-01,.296,.135E-02
2017-10-02,.124,.122E-02
2017-10-03,.831E-01,.109E-02
2017-10-04,.691E-01,.966E-03
2017-10-05,.538E-01,.859E-03
2017-10-06,24.3,.642E+04
2017-10-07,100.0,.425E+05
2017-10-08,.258,.103E-02
2017-10-09,.100,.954E-03
2017-10-10,.755E-01,.861E-03
2017-10-11,.757E-01,.771E-03
2017-10-12,.568E-01,.687E-03
2017-10-13,20.2,.456E+04
2017-10-14,36.2,.126E+05
2017-10-15,24.0,.641E+04
2017-10-16,61.7,.249E+05
2017-10-17,4.98,21.7
2017-10-18,.194,.709E-03
2017-10-19,129.,.544E+05
2017-10-20,91.4,.384E+05
2017-10-21,48.1,.185E+05
2017-10-22,837.,.241E+06
2017-10-23,202.,.802E+05
2017-10-24,40.7,.143E+05
2017-10-25,23.3,.563E+04
2017-10-26,3.35,5.83
2017-10-27,1.90,.172E-03
2017-10-28,19.8,.417E+04
2017-10-29,964.,.263E+06
2017-10-30,139.,.565E+05
2017-10-31,31.6,.973E+04
2017-11-01,12.1,865.
2017-11-02,6.22,36.1
2017-11-03,37.7,.128E+05
2017-11-04,18.2,.316E+04
2017-11-05,4.81,19.5
2017-11-06,4.13,12.6
2017-11-07,4.32,14.4
2017-11-08,4.69,19.0
2017-11-09,4.90,20.6
2017-11-10,5.20,24.0
2017-11-11,5.45,27.4
2017-11-12,5.72,29.5
2017-11-13,8.73,114.
2017-11-14,8.06,68.3
2017-11-15,6.55,39.3
2017-11-16,6.80,42.9
2017-11-17,7.05,45.3
2017-11-18,7.63,50.8
2017-11-19,7.55,50.9
2017-11-20,7.81,53.9
2017-11-21,8.00,77.4
2017-11-22,8.31,72.9
2017-11-23,63.0,.249E+05
2017-11-24,8.67,74.8
2017-11-25,8.84,129.
2017-11-26,9.01,152.
2017-11-27,9.27,128.
2017-11-28,9.40,195.
2017-11-29,9.53,196.
2017-11-30,13.7,.140E+04
2017-12-01,10.2,349.
2017-12-02,10.1,258.
2017-12-03,10.2,315.
2017-12-04,10.3,385.
2017-12-05,10.6,376.
2017-12-06,10.6,376.
2017-12-07,10.7,397.
2017-12-08,33.5,.107E+05
2017-12-09,11.0,550.
2017-12-10,11.1,551.
2017-12-11,11.2,543.
2017-12-12,11.3,577.
2017-12-13,11.4,573.
2017-12-14,11.5,621.
2017-12-15,11.6,613.
2017-12-16,11.6,613.
2017-12-17,11.7,730.
2017-12-18,11.8,761.
2017-12-19,11.8,774.
2017-12-20,11.9,769.
2017-12-21,12.0,769.
2017-12-22,12.0,769.
2017-12-23,12.0,811.
2017-12-24,12.2,801.
2017-12-25,27.9,.798E+04
2017-12-26,12.2,801.
2017-12-27,12.2,801.
2017-12-28,12.2,801.
2017-12-29,12.3,801.
2017-12-30,12.3,801.
2017-12-31,12.7,975.
2018-01-01,12.3,800.
2018-01-02,12.3,801.
2018-01-03,12.3,800.
2018-01-04,12.3,800.
2018-01-05,12.3,800.
2018-01-06,12.3,800.
2018-01-07,12.3,800.
2018-01-08,22.6,.533E+04
2018-01-09,16.2,.240E+04
2018-01-10,12.3,800.
2018-01-11,12.3,800.
2018-01-12,12.3,800.
2018-01-13,12.2,800.
2018-01-14,12.2,800.
2018-01-15,12.2,800.
2018-01-16,12.1,803.
2018-01-17,62.2,.241E+05
2018-01-18,12.3,800.
2018-01-19,12.2,803.
2018-01-20,12.2,803.
2018-01-21,12.1,810.
2018-01-22,89.3,.363E+05
2018-01-23,12.2,802.
2018-01-24,12.2,802.
2018-01-25,12.2,802.
2018-01-26,12.2,802.
2018-01-27,12.1,751.
2018-01-28,12.1,751.
2018-01-29,12.2,802.
2018-01-30,12.0,751.
2018-01-31,12.0,767.
2018-02-01,15.4,.200E+04
2018-02-02,57.7,.222E+05
2018-02-03,12.1,757.
2018-02-04,12.0,767.
2018-02-05,12.0,767.
2018-02-06,12.0,767.
2018-02-07,12.0,767.
2018-02-08,12.0,767.
2018-02-09,12.0,766.
2018-02-10,12.9,.103E+04
2018-02-11,12.1,750.
2018-02-12,12.0,766.
2018-02-13,11.9,766.
2018-02-14,11.9,767.
2018-02-15,11.9,766.
2018-02-16,11.9,766.
2018-02-17,11.8,767.
2018-02-18,11.9,766.
2018-02-19,11.8,766.
2018-02-20,11.8,778.
2018-02-21,11.8,771.
2018-02-22,29.8,.884E+04
2018-02-23,13.5,.120E+04
2018-02-24,11.7,608.
2018-02-25,11.8,672.
2018-02-26,11.7,673.
2018-02-27,11.7,608.
2018-02-28,11.6,618.
2018-03-01,163.,.658E+05
2018-03-02,15.5,.199E+04
2018-03-03,11.9,757.
2018-03-04,11.5,620.
2018-03-05,97.3,.397E+05
2018-03-06,14.6,.171E+04
2018-03-07,11.7,616.
2018-03-08,126.,.519E+05
2018-03-09,169.,.678E+05
2018-03-10,16.5,.227E+04
2018-03-11,12.2,752.
2018-03-12,11.8,612.
2018-03-13,11.7,611.
2018-03-14,11.6,611.
2018-03-15,11.7,618.
2018-03-16,13.7,.131E+04
2018-03-17,12.0,761.
2018-03-18,11.9,707.
2018-03-19,12.3,793.
2018-03-20,38.2,.129E+05
2018-03-21,40.0,.137E+05
2018-03-22,227.,.872E+05
2018-03-23,48.1,.171E+05
2018-03-24,15.3,.184E+04
2018-03-25,12.8,.103E+04
2018-03-26,12.4,799.
2018-03-27,12.5,847.
2018-03-28,12.4,847.
2018-03-29,12.5,846.
2018-03-30,12.7,899.
2018-03-31,12.7,907.
2018-04-01,12.6,908.
2018-04-02,12.7,905.
2018-04-03,12.7,906.
2018-04-04,12.6,908.
2018-04-05,13.2,.107E+04
2018-04-06,12.8,970.
2018-04-07,13.2,.107E+04
2018-04-08,13.0,.107E+04
2018-04-09,12.9,.103E+04
2018-04-10,12.9,.104E+04
2018-04-11,12.8,970.
2018-04-12,13.3,.121E+04
2018-04-13,12.9,.103E+04
2018-04-14,18.6,.342E+04
2018-04-15,74.6,.298E+05
2018-04-16,12.9,.103E+04
2018-04-17,13.8,.132E+04
2018-04-18,92.1,.372E+05
2018-04-19,12.8,904.
2018-04-20,12.8,906.
2018-04-21,12.6,907.
2018-04-22,12.6,906.
2018-04-23,12.9,.103E+04
2018-04-24,26.5,.718E+04
2018-04-25,168.,.671E+05
2018-04-26,23.9,.571E+04
2018-04-27,12.9,971.
2018-04-28,12.7,905.
2018-04-29,12.7,905.
2018-04-30,12.8,904.
2018-05-01,12.5,905.
2018-05-02,21.6,.481E+04
2018-05-03,54.1,.204E+05
2018-05-04,12.7,904.
2018-05-05,12.5,905.
2018-05-06,12.5,912.
2018-05-07,73.4,.289E+05
2018-05-08,27.2,.750E+04
2018-05-09,159.,.638E+05
2018-05-10,27.1,.728E+04
2018-05-11,12.9,902.
2018-05-12,12.7,902.
2018-05-13,504.,.164E+06
2018-05-14,102.,.408E+05
2018-05-15,19.7,.367E+04
2018-05-16,14.1,.136E+04
2018-05-17,13.1,.103E+04
2018-05-18,13.2,.106E+04
2018-05-19,13.4,.112E+04
2018-05-20,13.1,.107E+04
2018-05-21,12.9,885.
2018-05-22,12.9,910.
2018-05-23,54.7,.205E+05
2018-05-24,35.5,.116E+05
2018-05-25,13.0,979.
2018-05-26,13.0,964.
2018-05-27,12.7,796.
2018-05-28,12.2,597.
2018-05-29,11.8,428.
2018-05-30,22.6,.498E+04
2018-05-31,11.5,384.
2018-06-01,14.3,.138E+04
2018-06-02,10.3,174.
2018-06-03,9.89,138.
2018-06-04,9.64,142.
2018-06-05,9.45,118.
2018-06-06,35.6,.115E+05
2018-06-07,13.8,.124E+04
2018-06-08,8.77,84.2
2018-06-09,8.56,58.1
2018-06-10,25.2,.650E+04
2018-06-11,354.,.125E+06
2018-06-12,27.3,.714E+04
2018-06-13,11.1,386.
2018-06-14,8.74,70.9
2018-06-15,25.2,.649E+04
2018-06-16,34.6,.110E+05
2018-06-17,8.49,68.1
2018-06-18,8.49,68.4
2018-06-19,8.45,68.5
2018-06-20,75.1,.300E+05
2018-06-21,9.08,118.
2018-06-22,8.55,83.6
2018-06-23,21.3,.470E+04
2018-06-24,8.85,87.0
2018-06-25,8.64,85.4
2018-06-26,8.87,87.5
2018-06-27,8.93,80.7
2018-06-28,9.02,139.
2018-06-29,9.08,141.
2018-06-30,9.10,141.
2018-07-01,9.12,141.
2018-07-02,9.11,141.
2018-07-03,9.25,136.
2018-07-04,9.44,170.
2018-07-05,10.1,341.
2018-07-06,280.,.102E+06
2018-07-07,40.4,.137E+05
2018-07-08,10.8,373.
2018-07-09,15.8,.212E+04
2018-07-10,9.90,216.
2018-07-11,10.2,282.
2018-07-12,10.4,325.
2018-07-13,10.0,242.
2018-07-14,10.1,277.
2018-07-15,10.1,287.
2018-07-16,10.1,253.
2018-07-17,10.2,287.
2018-07-18,10.2,283.
2018-07-19,10.3,283.
2018-07-20,10.2,287.
2018-07-21,10.3,286.
2018-07-22,10.3,286.
2018-07-23,10.3,291.
2018-07-24,10.4,339.
2018-07-25,10.5,329.
2018-07-26,10.6,322.
2018-07-27,10.6,329.
2018-07-28,278.,.102E+06
2018-07-29,22.3,.486E+04
2018-07-30,12.0,686.
2018-07-31,10.7,338.
2018-08-01,10.4,285.
2018-08-02,10.5,285.
2018-08-03,10.5,338.
2018-08-04,10.5,285.
2018-08-05,10.3,285.
2018-08-06,12.3,856.
2018-08-07,50.8,.190E+05
2018-08-08,61.6,.239E+05
2018-08-09,21.4,.470E+04
2018-08-10,10.4,281.
2018-08-11,10.4,281.
2018-08-12,10.8,378.
2018-08-13,10.3,281.
2018-08-14,10.2,286.
2018-08-15,10.2,286.
2018-08-16,10.2,281.
2018-08-17,10.2,286.
2018-08-18,10.1,276.
2018-08-19,9.99,255.
2018-08-20,10.0,248.
2018-08-21,9.96,248.
2018-08-22,9.75,214.
2018-08-23,9.74,214.
2018-08-24,11.6,653.
2018-08-25,9.67,215.
2018-08-26,7.11,177.
2018-08-27,7.58,246.
2018-08-28,2.33,.226
2018-08-29,2.43,.231
2018-08-30,2.02,.424E-02
2018-08-31,19.3,.367E+04
2018-09-01,98.5,.407E+05
2018-09-02,53.7,.204E+05
2018-09-03,.495,.566E-03
2018-09-04,.462,.520E-03
2018-09-05,15.4,.217E+04
2018-09-06,.475,.479E-03
2018-09-07,.496,.434E-03
2018-09-08,.502,.388E-03
2018-09-09,.598,.860E-02
2018-09-10,65.7,.265E+05
2018-09-11,38.8,.135E+05
2018-09-12,.733,.526E-03
2018-09-13,.754,.478E-03
2018-09-14,1.23,.872E-02
2018-09-15,26.8,.753E+04
2018-09-16,.947,.445E-03
2018-09-17,.971,.406E-03
2018-09-18,777.,.226E+06
2018-09-19,57.3,.224E+05
2018-09-20,47.9,.177E+05
2018-09-21,264.,.979E+05
2018-09-22,11.5,610.
2018-09-23,3.26,3.71
2018-09-24,2.68,1.56
2018-09-25,108.,.449E+05
2018-09-26,16.1,.234E+04
2018-09-27,118.,.486E+05
2018-09-28,4.20,11.8
2018-09-29,8.55,135.
2018-09-30,300.,.108E+06
2018-10-01,317.,.115E+06
2018-10-02,48.1,.177E+05
2018-10-03,15.0,.165E+04
2018-10-04,7.88,69.0
2018-10-05,7.08,43.9
2018-10-06,5.14,23.1
2018-10-07,5.08,21.6
2018-10-08,5.47,26.1
2018-10-09,5.64,28.1
2018-10-10,5.88,30.6
2018-10-11,6.56,38.3
2018-10-12,6.68,38.7
2018-10-13,6.70,38.9
2018-10-14,12.7,.101E+04
2018-10-15,7.07,43.3
2018-10-16,7.24,47.0
2018-10-17,7.82,51.8
2018-10-18,7.64,49.4
2018-10-19,7.85,53.7
2018-10-20,8.01,54.1
2018-10-21,8.16,72.3
2018-10-22,8.32,66.5
2018-10-23,8.59,68.1
2018-10-24,14.6,.162E+04
2018-10-25,8.82,84.0
2018-10-26,8.95,119.
2018-10-27,57.5,.219E+05
2018-10-28,9.32,136.
2018-10-29,9.38,136.
2018-10-30,16.0,.218E+04
2018-10-31,9.68,181.
2018-11-01,9.78,181.
2018-11-02,9.89,242.
2018-11-03,9.95,243.
2018-11-04,13.9,.134E+04
2018-11-05,10.3,288.
2018-11-06,125.,.509E+05
2018-11-07,11.5,532.
2018-11-08,10.6,350.
2018-11-09,18.8,.343E+04
2018-11-10,10.9,368.
2018-11-11,10.8,368.
2018-11-12,11.2,518.
2018-11-13,11.3,518.
2018-11-14,11.1,468.
2018-11-15,11.2,469.
2018-11-16,11.2,515.
2018-11-17,11.3,510.
2018-11-18,11.4,541.
2018-11-19,14.9,.170E+04
2018-11-20,11.8,691.
2018-11-21,11.7,573.
2018-11-22,30.9,.914E+04
2018-11-23,11.7,581.
2018-11-24,11.8,571.
2018-11-25,11.8,571.
2018-11-26,11.8,571.
2018-11-27,11.9,635.
2018-11-28,11.9,640.
2018-11-29,12.1,734.
2018-11-30,12.0,737.
2018-12-01,12.0,726.
2018-12-02,12.1,723.
2018-12-03,12.1,724.
2018-12-04,12.3,708.
2018-12-05,13.8,.128E+04
2018-12-06,24.8,.618E+04
2018-12-07,12.2,724.
2018-12-08,12.2,710.
2018-12-09,12.2,710.
2018-12-10,12.2,710.
2018-12-11,27.5,.752E+04
2018-12-12,47.1,.168E+05
2018-12-13,16.2,.229E+04
2018-12-14,12.3,761.
2018-12-15,12.3,761.
2018-12-16,12.3,759.
2018-12-17,13.1,928.
2018-12-18,12.3,761.
2018-12-19,12.2,759.
2018-12-20,12.2,761.
2018-12-21,12.2,761.
2018-12-22,12.4,759.
2018-12-23,13.1,986.
2018-12-24,12.3,759.
2018-12-25,12.3,759.
2018-12-26,12.2,761.
2018-12-27,12.2,760.
2018-12-28,12.3,759.
2018-12-29,12.2,760.
2018-12-30,12.2,709.
2018-12-31,12.2,709.
2019-01-01,12.2,723.
2019-01-02,12.2,723.
2019-01-03,12.2,723.
2019-01-04,12.1,723.
2019-01-05,12.1,722.
2019-01-06,12.1,723.
2019-01-07,12.1,722.
2019-01-08,12.0,735.
2019-01-09,12.0,735.
2019-01-10,12.0,735.
2019-01-11,11.9,699.
2019-01-12,11.9,729.
2019-01-13,11.9,687.
2019-01-14,11.8,633.
2019-01-15,11.8,633.
2019-01-16,11.8,570.
2019-01-17,11.7,580.
2019-01-18,11.7,572.
2019-01-19,11.7,581.
2019-01-20,11.6,533.
2019-01-21,11.6,533.
2019-01-22,11.5,533.
2019-01-23,11.5,536.
2019-01-24,11.5,536.
2019-01-25,11.4,540.
2019-01-26,11.4,544.
2019-01-27,11.4,509.
2019-01-28,11.3,513.
2019-01-29,11.3,513.
2019-01-30,11.2,514.
2019-01-31,30.4,.890E+04
2019-02-01,11.4,535.
2019-02-02,11.0,412.
2019-02-03,11.0,368.
2019-02-04,10.9,365.
2019-02-05,11.0,365.
2019-02-06,27.5,.745E+04
2019-02-07,10.8,349.
2019-02-08,10.8,376.
2019-02-09,13.3,.114E+04
2019-02-10,19.0,.356E+04
2019-02-11,20.3,.409E+04
2019-02-12,10.6,348.
2019-02-13,10.6,348.
2019-02-14,10.5,354.
2019-02-15,10.5,360.
2019-02-16,10.4,296.
2019-02-17,10.4,295.
2019-02-18,10.0,241.
2019-02-19,14.8,.168E+04
2019-02-20,32.1,.970E+04
2019-02-21,9.43,112.
2019-02-22,9.06,68.0
2019-02-23,8.71,70.8
2019-02-24,8.37,54.0
2019-02-25,8.06,49.9
2019-02-26,7.90,49.3
2019-02-27,9.59,181.
2019-02-28,114.,.465E+05
2019-03-01,8.35,51.7
2019-03-02,7.10,39.4
2019-03-03,56.2,.213E+05
2019-03-04,72.5,.286E+05
2019-03-05,6.93,38.8
2019-03-06,6.67,35.2
2019-03-07,48.6,.178E+05
2019-03-08,6.61,34.9
2019-03-09,6.46,33.5
2019-03-10,6.56,34.9
2019-03-11,134.,.545E+05
2019-03-12,9.00,100.
2019-03-13,6.67,36.2
2019-03-14,6.64,37.0
2019-03-15,6.63,37.0
2019-03-16,6.69,37.5
2019-03-17,6.71,37.7
2019-03-18,6.77,38.9
2019-03-19,6.75,38.0
2019-03-20,6.78,37.8
2019-03-21,7.05,42.9
2019-03-22,6.88,40.3
2019-03-23,7.41,44.6
2019-03-24,7.09,43.3
2019-03-25,7.17,43.4
2019-03-26,7.24,43.9
2019-03-27,7.22,43.7
2019-03-28,7.42,47.5
2019-03-29,7.65,49.3
2019-03-30,20.4,.408E+04
2019-03-31,20.2,.406E+04
2019-04-01,37.1,.123E+05
2019-04-02,8.56,65.8
2019-04-03,7.82,52.3
2019-04-04,7.77,52.2
2019-04-05,7.74,52.4
2019-04-06,7.75,52.5
2019-04-07,7.92,53.8
2019-04-08,8.40,66.8
2019-04-09,7.98,54.0
2019-04-10,84.6,.339E+05
2019-04-11,22.8,.533E+04
2019-04-12,8.29,65.6
2019-04-13,8.24,72.6
2019-04-14,23.9,.585E+04
2019-04-15,53.6,.202E+05
2019-04-16,8.33,72.7
2019-04-17,8.36,65.9
2019-04-18,8.42,66.4
2019-04-19,8.42,66.4
2019-04-20,8.63,82.4
2019-04-21,8.75,117.
2019-04-22,8.55,81.3
2019-04-23,8.60,82.4
2019-04-24,8.75,117.
2019-04-25,9.35,156.
2019-04-26,10.6,423.
2019-04-27,33.1,.104E+05
2019-04-28,8.82,82.9
2019-04-29,8.79,82.9
2019-04-30,38.4,.128E+05
2019-05-01,126.,.514E+05
2019-05-02,10.0,236.
2019-05-03,9.01,117.
2019-05-04,9.05,111.
2019-05-05,8.90,76.9
2019-05-06,9.05,111.
2019-05-07,9.23,150.
2019-05-08,8.99,133.
2019-05-09,9.07,133.
2019-05-10,8.95,98.7
2019-05-11,9.00,133.
2019-05-12,9.31,134.
2019-05-13,9.25,150.
2019-05-14,9.46,134.
2019-05-15,9.57,178.
2019-05-16,9.15,128.
2019-05-17,9.15,128.
2019-05-18,9.19,128.
2019-05-19,9.21,128.
2019-05-20,9.26,150.
2019-05-21,281.,.102E+06
2019-05-22,21.3,.425E+04
2019-05-23,10.6,309.
2019-05-24,9.13,99.1
2019-05-25,9.09,99.1
2019-05-26,8.88,97.3
2019-05-27,8.91,98.6
2019-05-28,9.20,128.
2019-05-29,38.7,.129E+05
2019-05-30,9.05,98.4
2019-05-31,9.16,133.
2019-06-01,9.12,133.
2019-06-02,9.10,111.
2019-06-03,8.96,76.8
2019-06-04,8.84,82.6
2019-06-05,8.95,82.6
2019-06-06,8.76,81.2
2019-06-07,20.5,.418E+04
2019-06-08,9.05,117.
2019-06-09,10.9,433.
2019-06-10,259.,.961E+05
2019-06-11,61.5,.236E+05
2019-06-12,9.90,178.
2019-06-13,8.74,79.0
2019-06-14,8.63,79.0
2019-06-15,175.,.692E+05
2019-06-16,29.1,.818E+04
2019-06-17,8.89,81.0
2019-06-18,8.70,66.0
2019-06-19,9.31,115.
2019-06-20,8.50,71.7
2019-06-21,8.49,70.0
2019-06-22,10.4,280.
2019-06-23,4.12,1.42
2019-06-24,15.4,.135E+04
2019-06-25,3.80,1.23
2019-06-26,3.76,1.20
2019-06-27,3.84,1.25
2019-06-28,5.53,9.27
2019-06-29,22.1,.487E+04
2019-06-30,52.2,.196E+05
2019-07-01,9.16,196.
2019-07-02,1.18,.461E-03
2019-07-03,1.54,.870E-02
2019-07-04,116.,.476E+05
2019-07-05,3.47,3.36
2019-07-06,9.80,347.
2019-07-07,303.,.109E+06
2019-07-08,13.8,.128E+04
2019-07-09,3.60,6.26
2019-07-10,2.20,.222
2019-07-11,2.30,.738
2019-07-12,11.5,699.
2019-07-13,2.56,1.43
2019-07-14,46.4,.169E+05
2019-07-15,5.67,28.1
2019-07-16,70.7,.283E+05
2019-07-17,6.00,32.9
2019-07-18,5.13,23.0
2019-07-19,5.08,21.6
2019-07-20,4.03,12.2
2019-07-21,4.60,16.3
2019-07-22,6.01,33.7
2019-07-23,4.65,18.6
2019-07-24,4.76,19.2
2019-07-25,4.76,20.3
2019-07-26,4.85,20.4
2019-07-27,5.27,25.1
2019-07-28,40.7,.140E+05
2019-07-29,5.42,26.4
2019-07-30,5.52,27.8
2019-07-31,5.62,27.9
2019-08-01,5.83,32.0
2019-08-02,5.96,33.1
2019-08-03,6.04,33.4
2019-08-04,6.23,34.1
2019-08-05,6.34,36.1
2019-08-06,6.42,38.7
2019-08-07,6.58,39.0
2019-08-08,6.61,39.1
2019-08-09,6.78,40.6
2019-08-10,6.98,43.4
2019-08-11,7.25,46.3
2019-08-12,7.17,45.4
2019-08-13,7.17,45.4
2019-08-14,7.66,50.2
2019-08-15,7.38,47.7
2019-08-16,7.63,51.8
2019-08-17,6.80,46.3
2019-08-18,6.99,48.8
2019-08-19,7.30,53.2
2019-08-20,52.0,.196E+05
2019-08-21,8.57,112.
2019-08-22,155.,.623E+05
2019-08-23,12.5,984.
2019-08-24,7.36,51.7
2019-08-25,7.06,47.3
2019-08-26,7.12,47.5
2019-08-27,7.20,48.8
2019-08-28,13.8,.158E+04
2019-08-29,6.90,46.1
2019-08-30,8.42,104.
2019-08-31,6.96,47.4
2019-09-01,6.86,45.8
2019-09-02,6.87,45.9
2019-09-03,6.91,47.1
2019-09-04,6.87,46.4
2019-09-05,6.78,43.2
2019-09-06,6.60,41.6
2019-09-07,6.52,41.2
2019-09-08,6.46,40.0
2019-09-09,733.,.216E+06
2019-09-10,78.3,.315E+05
2019-09-11,134.,.541E+05
2019-09-12,9.09,113.
2019-09-13,6.88,39.8
2019-09-14,5.88,28.9
2019-09-15,6.39,34.6
2019-09-16,162.,.646E+05
2019-09-17,8.44,59.9
2019-09-18,16.7,.235E+04
2019-09-19,5.51,23.8
2019-09-20,5.42,21.6
2019-09-21,5.60,23.8
2019-09-22,7.21,41.3
2019-09-23,31.1,.914E+04
2019-09-24,5.54,23.1
2019-09-25,5.48,21.3
2019-09-26,5.38,20.5
2019-09-27,5.33,20.3
2019-09-28,5.30,20.4
2019-09-29,5.39,20.5
2019-09-30,5.41,21.4
2019-10-01,5.39,21.4
2019-10-02,5.35,20.7
2019-10-03,5.42,21.5
2019-10-04,9.42,169.
2019-10-05,5.37,20.6
2019-10-06,5.48,23.1
2019-10-07,8.53,105.
2019-10-08,22.6,.510E+04
2019-10-09,5.16,19.3
2019-10-10,5.80,27.4
2019-10-11,84.4,.340E+05
2019-10-12,863.,.242E+06
2019-10-13,65.8,.259E+05
2019-10-14,30.6,.864E+04
2019-10-15,16.1,.206E+04
2019-10-16,5.96,28.6
2019-10-17,5.49,23.7
2019-10-18,6.51,36.4
2019-10-19,206.,.799E+05
2019-10-20,11.6,522.
2019-10-21,8.47,113.
2019-10-22,145.,.584E+05
2019-10-23,30.5,.852E+04
2019-10-24,11.4,540.
2019-10-25,.279E+04,.587E+06
2019-10-26,406.,.137E+06
2019-10-27,85.1,.340E+05
2019-10-28,31.2,.902E+04
2019-10-29,260.,.964E+05
2019-10-30,35.1,.107E+05
2019-10-31,13.5,.104E+04
2019-11-01,9.20,106.
2019-11-02,8.28,60.3
2019-11-03,34.1,.102E+05
2019-11-04,11.1,408.
2019-11-05,8.53,64.0
2019-11-06,8.54,64.0
2019-11-07,8.69,65.1
2019-11-08,8.94,109.
2019-11-09,9.11,118.
2019-11-10,9.27,103.
2019-11-11,10.9,409.
2019-11-12,9.57,166.
2019-11-13,9.75,199.
2019-11-14,9.87,223.
