,降水量,気温.1,気温.2,風向・風速,日照 時間 (h,day,mean
2015-12-02,0.0,11.9,2.6,1.4,0.0,,
2015-12-03,8.0,11.4,8.1,1.1,0.2,,
2015-12-04,0.0,13.6,5.0,2.5,8.8,,
2015-12-05,0.0,15.7,3.8,1.9,9.4,,
2015-12-06,0.0,12.8,1.8,1.2,4.9,,
2015-12-07,0.0,12.2,1.9,1.5,8.7,,
2015-12-08,0.0,11.8,2.0,1.9,4.4,,
2015-12-09,0.0,12.5,-1.4,0.9,8.8,,
2015-12-10,0.0,14.0,-1.2,0.7,2.9,,
2015-12-11,14.5,23.2,8.1,2.9,3.7,,
2015-12-12,0.0,13.9,3.6,1.8,8.0,,
2015-12-13,0.5,13.1,3.1,1.4,0.2,,
2015-12-14,0.0,13.2,8.8,2.1,0.5,,
2015-12-15,0.0,14.7,8.1,1.2,0.3,,
2015-12-16,0.0,16.9,6.2,1.2,7.1,,
2015-12-17,0.0,11.1,2.0,1.4,0.1,,
2015-12-18,0.0,9.9,-2.4,0.7,9.4,,
2015-12-19,0.0,11.3,-2.9,1.3,9.3,,
2015-12-20,0.0,10.9,-5.4,0.6,9.3,,
2015-12-21,0.0,11.1,1.3,0.8,0.6,,5.1
2015-12-22,0.0,14.4,-1.4,1.0,8.6,,4.975
2015-12-23,2.0,8.7,0.7,1.4,0.1,,4.7333
2015-12-24,7.0,13.1,6.0,1.7,0.4,,4.64
2015-12-25,0.5,13.7,-0.8,1.4,3.7,,4.587
2015-12-26,0.0,11.5,-2.6,1.1,7.5,,4.5621
2015-12-27,0.0,11.3,-2.1,1.4,6.7,,4.5538
2015-12-28,0.0,9.5,-5.1,0.7,9.0,5.1,4.57
2015-12-29,0.0,9.7,-4.3,1.7,9.0,4.85,4.5158
2015-12-30,0.0,10.4,-4.2,0.8,7.9,4.25,4.5033
2015-12-31,0.0,10.9,-0.2,1.4,5.7,4.36,4.5586
2016-01-01,0.0,10.4,-1.8,1.3,9.4,4.375,4.5869
2016-01-02,0.0,10.4,-1.5,1.3,6.7,4.4375,4.6107
2016-01-03,0.0,15.7,-2.5,0.8,8.0,4.5042,4.6268
2016-01-04,0.0,15.2,-1.3,0.8,9.1,4.6833,4.6161
2016-01-05,0.0,14.2,-1.4,1.3,7.6,4.6667,4.5839
2016-01-06,0.0,9.8,2.0,1.1,0.0,4.75,4.5
2016-01-07,0.0,13.1,-0.4,1.2,6.2,4.6917,4.3941
2016-01-08,0.0,11.3,-1.1,0.9,4.2,,4.3304
2016-01-09,0.0,10.7,-3.1,1.3,9.3,4.5417,4.3349
2016-01-10,0.0,13.0,-0.6,1.7,9.4,4.55,4.2833
2016-01-11,0.0,9.3,-2.4,1.7,2.7,4.4292,4.2452
2016-01-12,0.0,3.6,-2.9,1.2,0.0,4.4583,4.3
2016-01-13,0.0,9.2,-6.1,0.8,8.7,4.0792,4.4613
2016-01-14,0.0,10.9,-4.5,1.5,9.5,4.0083,4.6821
2016-01-15,0.0,8.3,2.6,2.3,4.9,4.2458,4.8446
2016-01-16,0.0,11.2,-1.8,1.9,9.4,4.3667,4.8952
2016-01-17,0.0,9.2,-3.2,1.9,5.4,4.1292,4.9357
2016-01-18,66.5,11.1,0.5,4.7,0.0,,5.0363
2016-01-19,0.0,7.9,-0.9,4.0,9.0,4.8125,4.899
2016-01-20,0.0,7.8,-2.9,2.8,8.9,5.5875,4.7828
2016-01-21,0.0,8.8,-4.2,1.5,8.8,5.625,4.5469
2016-01-22,0.0,9.8,-3.1,1.2,9.3,5.1458,4.3928
2016-01-23,0.5,5.6,-3.6,1.3,0.0,4.6,4.3512
2016-01-24,2.0,6.6,-2.3,3.4,8.6,4.65,4.3482
2016-01-25,0.0,7.2,-4.9,2.4,9.2,4.8333,4.3012
2016-01-26,0.0,9.3,-7.0,0.9,9.6,3.9375,4.203
2016-01-27,0.0,12.5,-5.9,1.2,9.8,3.8833,4.2405
2016-01-28,0.0,13.8,-4.3,0.7,9.8,3.7,4.2905
2016-01-29,17.0,8.2,0.0,2.9,0.0,,4.3857
2016-01-30,11.5,5.1,0.3,2.0,0.0,4.8542,4.3844
2016-01-31,0.0,9.8,-1.6,1.1,9.8,4.5792,4.4083
2016-02-01,0.5,5.5,1.5,1.2,0.0,4.3208,4.3885
2016-02-02,0.0,8.9,-1.6,1.1,8.4,4.1458,4.3982
2016-02-03,0.0,8.0,-4.9,1.5,9.9,4.2,4.4756
2016-02-04,0.0,9.1,-3.5,1.2,9.9,4.2333,4.5006
2016-02-05,0.0,11.8,-4.3,1.5,9.3,4.3667,4.5423
2016-02-06,0.0,7.1,1.8,2.4,0.0,4.375,4.6298
2016-02-07,0.0,7.2,-3.0,1.7,6.5,5.0458,4.8595
2016-02-08,0.0,8.2,-4.0,1.5,2.5,4.4208,4.919
2016-02-09,0.0,12.6,-5.3,1.8,9.5,,5.0021
2016-02-10,0.0,9.3,-3.2,1.8,7.9,4.6875,5.1101
2016-02-11,0.0,10.2,-6.7,1.1,10.3,4.375,5.2339
2016-02-12,0.0,9.9,-5.0,0.9,3.7,4.525,5.3771
2016-02-13,0.0,19.4,6.4,1.8,5.4,4.9792,5.459
2016-02-14,4.0,22.0,11.5,3.3,2.7,5.9833,5.4271
2016-02-15,3.0,11.6,-0.9,1.9,0.0,5.4625,5.2201
2016-02-16,0.0,8.8,-4.5,1.1,9.5,,5.1069
2016-02-17,0.0,11.3,-3.0,2.0,10.1,5.7583,5.0506
2016-02-18,0.0,9.8,-5.6,1.2,8.3,5.5542,4.8827
2016-02-19,0.0,16.5,-3.5,1.3,9.2,,4.7601
2016-02-20,24.5,12.7,4.6,1.9,0.6,5.0167,4.7422
2016-02-21,0.0,15.5,-0.5,1.7,3.1,4.7875,4.7182
2016-02-22,1.5,9.4,-2.4,1.4,3.7,4.7417,4.7083
2016-02-23,3.0,9.1,1.0,1.2,0.5,4.7833,4.7589
2016-02-24,0.0,6.8,0.2,2.0,0.4,4.7125,4.7893
2016-02-25,0.0,6.9,-0.5,1.5,6.6,4.5833,4.8327
2016-02-26,0.0,9.6,-4.3,1.8,10.2,4.6958,4.9018
2016-02-27,0.0,10.1,-3.6,1.6,10.5,4.6167,4.9827
2016-02-28,0.0,10.0,-2.0,2.4,9.2,4.825,5.0571
2016-02-29,1.5,11.3,3.0,1.4,0.1,,5.0321
2016-03-01,0.0,8.5,-1.7,2.6,10.7,5.0958,4.9438
2016-03-02,0.0,11.5,-5.4,1.7,10.4,4.9958,4.922
2016-03-03,0.0,16.9,-3.3,1.6,10.8,5.0167,4.9101
2016-03-04,0.0,10.8,-1.6,1.8,10.1,5.0667,4.8411
2016-03-05,0.0,11.6,4.5,2.4,3.7,5.2625,4.7887
2016-03-06,0.0,18.2,7.4,2.0,2.5,5.1375,4.6792
2016-03-07,14.0,15.2,11.3,1.7,0.0,4.65,4.6077
2016-03-08,0.0,19.3,10.2,1.2,3.1,4.325,4.5976
2016-03-09,19.0,12.3,2.9,3.5,0.0,,4.6149
2016-03-10,0.5,7.1,2.8,2.6,0.0,4.9125,4.6149
2016-03-11,0.0,5.7,1.0,1.5,0.0,4.5333,4.5653
2016-03-12,0.0,8.5,2.1,2.4,4.2,4.7,4.6701
2016-03-13,0.0,7.5,1.5,1.4,0.0,4.4958,4.7868
2016-03-14,28.5,6.9,3.7,1.9,0.0,4.6375,5.009
2016-03-15,3.5,13.1,-0.6,2.5,9.7,4.5792,5.2556
2016-03-16,0.0,12.8,-2.3,0.9,2.7,4.4458,5.5729
2016-03-17,0.0,17.9,-0.5,1.3,11.2,,5.8972
2016-03-18,0.0,20.5,0.9,2.2,9.4,,5.9161
2016-03-19,10.0,17.1,10.0,1.5,0.1,5.1625,5.9162
2016-03-20,0.0,13.2,7.9,2.2,9.1,5.4,5.9865
2016-03-21,0.0,10.6,1.3,2.5,5.3,5.8292,6.0203
2016-03-22,0.0,15.7,-2.0,1.4,9.9,6.1167,6.0476
2016-03-23,0.0,12.8,1.0,2.0,3.3,6.4833,6.1125
2016-03-24,1.0,8.3,-1.4,1.8,2.1,6.3917,6.2113
2016-03-25,0.0,11.8,-3.8,1.5,8.6,6.0292,6.2548
2016-03-26,0.0,11.5,-0.1,1.5,6.5,5.9167,6.3583
2016-03-27,0.0,13.4,-0.1,1.6,3.2,5.725,6.4887
2016-03-28,0.0,15.1,4.2,1.6,2.8,5.6708,6.6137
2016-03-29,0.0,14.9,1.0,1.8,10.7,,6.7024
2016-03-30,0.0,19.1,6.5,1.7,6.8,6.5708,6.712
2016-03-31,0.0,19.9,3.3,1.7,10.4,7.175,6.7322
2016-04-01,0.0,13.8,8.1,3.3,6.2,6.6958,6.5744
2016-04-02,0.0,12.3,7.8,2.0,0.0,6.7542,6.5411
2016-04-03,0.0,18.3,8.9,1.9,0.5,6.8292,6.5458
2016-04-04,18.5,21.3,8.2,3.2,1.0,6.6,6.5827
2016-04-05,0.0,11.6,4.9,1.8,0.0,6.2917,6.6405
2016-04-06,0.0,20.1,1.1,1.5,9.9,6.7792,6.7274
2016-04-07,25.0,17.2,9.3,1.6,0.0,,6.7661
2016-04-08,0.0,16.5,8.0,1.5,3.4,6.0708,6.8354
2016-04-09,0.0,22.6,5.7,1.8,6.6,6.4625,6.9446
2016-04-10,0.0,23.3,7.6,2.2,5.0,6.7875,7.025
2016-04-11,0.0,15.6,1.9,2.7,7.5,7.0875,7.1972
2016-04-12,0.0,12.3,0.5,1.9,11.7,7.0042,7.2192
2016-04-13,2.0,19.1,6.4,1.4,1.0,6.9,7.2729
2016-04-14,28.0,15.9,9.6,1.7,1.1,7.05,7.6208
2016-04-15,0.0,20.1,4.3,2.5,12.3,7.3208,7.8875
2016-04-16,0.0,18.5,1.6,1.6,3.4,,8.0646
2016-04-17,5.5,22.0,15.6,3.6,1.9,,7.9667
2016-04-18,0.0,20.3,11.9,2.1,5.6,7.8208,7.8702
2016-04-19,2.5,18.5,7.5,2.0,10.5,,7.8264
2016-04-20,0.0,16.1,7.4,2.2,12.1,,7.803
2016-04-21,13.0,22.2,8.8,1.6,1.3,8.2917,7.803
2016-04-22,1.0,17.4,11.3,2.8,4.8,8.1167,7.6595
2016-04-23,0.0,21.2,11.5,1.4,4.5,8.0292,7.5613
2016-04-24,6.5,17.0,8.5,2.0,3.1,7.575,7.4976
2016-04-25,0.0,20.1,9.1,1.3,6.6,7.3875,7.4839
2016-04-26,0.0,24.3,7.9,1.6,10.2,7.5583,7.5542
2016-04-27,0.0,16.8,11.8,2.8,4.2,7.6625,7.8827
2016-04-28,25.5,13.9,10.7,2.6,0.0,,7.9518
2016-04-29,0.0,20.2,5.0,2.2,3.6,7.2875,7.9729
2016-04-30,0.0,19.9,2.5,1.7,11.2,7.4292,8.1766
2016-05-01,0.0,20.4,9.8,2.0,9.6,7.5833,8.3755
2016-05-02,0.0,19.4,10.3,1.8,4.3,7.4792,8.5276
2016-05-03,0.0,25.2,9.9,2.2,6.4,7.8792,8.6774
2016-05-04,8.0,27.8,11.5,3.6,7.3,9.8583,8.922
2016-05-05,0.0,26.3,9.6,2.0,12.2,8.1458,8.7494
2016-05-06,0.5,22.4,9.5,1.9,3.0,8.1208,8.7798
2016-05-07,0.0,25.2,15.7,2.7,9.9,8.9167,8.8896
2016-05-08,0.0,25.4,10.9,1.7,10.6,9.0208,8.8653
2016-05-09,5.5,22.3,11.7,1.9,2.7,8.8,8.8493
2016-05-10,19.0,18.6,13.8,2.6,0.0,,8.8592
2016-05-11,6.5,26.5,13.4,3.0,1.7,9.5917,8.6535
2016-05-12,0.0,24.2,11.5,1.7,13.0,8.65,8.475
2016-05-13,0.0,24.2,9.9,1.6,10.0,8.3583,8.5368
2016-05-14,0.0,19.1,11.8,3.1,9.7,,8.6493
2016-05-15,0.0,19.1,11.7,2.1,6.4,8.7708,8.7113
2016-05-16,0.0,23.3,10.4,2.0,6.4,8.925,8.753
2016-05-17,33.5,20.2,12.0,2.0,0.0,,8.7172
2016-05-18,0.0,21.1,8.8,1.6,13.2,7.625,8.8156
2016-05-19,0.0,21.1,8.6,2.7,12.0,8.5208,8.9823
2016-05-20,0.0,18.3,11.9,1.9,2.4,9.0208,9.0482
2016-05-21,0.0,20.5,8.6,2.1,9.4,9.0333,8.972
2016-05-22,0.0,25.6,11.1,1.9,6.6,9.0833,8.8702
2016-05-23,0.0,29.2,9.7,1.3,12.9,9.0625,8.7595
2016-05-24,0.0,28.3,12.0,1.8,8.6,8.675,8.6548
2016-05-25,0.0,25.7,18.8,2.0,0.4,9.5042,8.6577
2016-05-26,0.0,26.2,18.4,1.9,0.3,8.9583,8.572
2016-05-27,18.0,21.5,12.3,2.0,0.2,,8.6417
2016-05-28,0.0,23.6,11.6,1.2,1.5,8.4875,8.8323
2016-05-29,0.0,26.5,12.2,1.6,9.6,8.3208,8.9927
2016-05-30,6.5,19.1,14.8,1.2,0.0,8.3083,9.1979
2016-05-31,2.5,23.2,14.9,1.5,3.5,8.3292,9.325
2016-06-01,0.0,24.3,15.3,1.9,10.9,8.6958,9.4411
2016-06-02,0.0,25.1,10.7,1.7,12.1,8.9042,9.4167
2016-06-03,0.0,22.0,7.6,2.1,13.6,9.4458,9.5021
2016-06-04,0.0,26.5,13.9,2.5,9.3,10.1667,9.5403
2016-06-05,0.0,24.0,16.6,2.0,4.1,9.7708,9.5917
2016-06-06,0.0,20.4,16.1,2.4,0.3,9.9625,9.6972
2016-06-07,0.0,21.3,16.2,1.1,0.1,,9.6924
2016-06-08,0.0,25.0,16.9,1.4,1.6,9.1417,9.5196
2016-06-09,9.0,24.4,18.6,1.1,0.4,8.525,9.5826
2016-06-10,0.0,25.7,17.9,1.7,13.0,,9.5958
2016-06-11,0.0,28.8,14.8,1.7,11.3,9.675,9.5929
2016-06-12,0.0,27.5,16.8,1.8,6.4,10.475,9.6732
2016-06-13,77.0,21.1,17.5,3.5,0.0,10.4042,9.7
2016-06-14,0.0,23.0,17.8,2.8,8.6,9.9333,9.5798
2016-06-15,1.0,19.6,16.4,1.5,0.0,8.4833,9.3994
2016-06-16,0.5,23.9,17.9,1.8,0.0,,9.3464
2016-06-17,4.5,27.8,18.2,1.9,7.3,8.6042,9.1729
2016-06-18,0.0,32.1,19.3,1.5,11.7,9.575,9.2167
2016-06-19,0.0,29.3,18.9,2.0,5.1,10.2375,9.1521
2016-06-20,0.0,30.0,20.8,1.9,6.1,10.6625,9.1307
2016-06-21,0.0,25.4,19.2,1.3,2.6,9.5625,8.9119
2016-06-22,0.5,25.8,18.9,1.5,0.2,8.6708,8.8923
2016-06-23,9.0,22.9,19.6,1.6,0.0,8.1125,8.875
2016-06-24,3.5,22.8,19.1,1.7,0.0,7.9583,9.0577
2016-06-25,3.5,27.0,21.1,2.0,0.0,8.9542,9.4804
2016-06-26,0.0,28.3,19.8,1.8,8.4,9.0583,9.8119
2016-06-27,0.0,26.5,17.3,1.9,11.5,10.0667,9.922
2016-06-28,29.0,21.3,16.3,1.1,0.0,,9.8935
2016-06-29,0.0,24.1,18.1,1.5,0.5,9.425,9.7875
2016-06-30,0.0,25.5,19.9,1.4,0.0,8.55,9.7547
2016-07-01,0.0,30.3,20.0,1.5,8.1,9.3917,9.9268
2016-07-02,0.0,31.3,21.8,1.9,5.2,10.9167,9.9441
2016-07-03,0.0,33.1,22.6,2.1,6.0,11.275,9.9399
2016-07-04,2.0,31.7,21.2,1.5,8.0,9.8292,9.7691
2016-07-05,0.0,21.3,19.1,2.8,0.0,9.8667,9.8988
2016-07-06,0.0,25.2,18.4,1.1,0.1,9.0458,10.0077
2016-07-07,0.0,31.7,20.1,2.5,6.6,9.1625,10.0774
2016-07-08,0.0,27.5,20.1,1.4,0.8,,10.2107
2016-07-09,4.0,24.0,20.1,1.5,0.0,9.5125,10.0901
2016-07-10,0.0,30.8,18.5,1.5,11.4,10.8875,10.2656
2016-07-11,0.0,31.2,19.8,1.9,12.3,10.0792,10.2083
2016-07-12,0.0,28.0,22.0,2.2,7.2,10.7375,10.2323
2016-07-13,1.5,27.1,22.4,1.1,0.0,10.6292,10.1601
2016-07-14,31.5,30.9,20.5,1.5,5.3,9.5333,10.0637
2016-07-15,0.5,23.5,20.1,2.4,0.0,10.0958,10.0125
2016-07-16,0.0,26.9,18.7,1.7,4.9,9.2458,9.9089
2016-07-17,0.0,28.7,21.5,1.1,1.1,10.9167,9.9619
2016-07-18,0.0,30.0,22.8,1.7,5.2,10.4292,9.7185
2016-07-19,0.0,30.4,22.2,1.9,10.3,10.2708,9.4798
2016-07-20,0.0,28.4,21.4,2.2,6.0,,9.3208
2016-07-21,7.0,23.9,20.4,1.5,0.0,9.9542,9.3786
2016-07-22,0.0,24.9,19.3,2.5,1.3,9.175,9.2964
2016-07-23,0.0,25.5,15.8,2.4,12.2,9.3708,9.7762
2016-07-24,0.0,27.0,16.2,2.4,10.8,9.6167,10.1262
2016-07-25,0.0,27.2,18.8,1.9,10.6,9.2125,10.3928
2016-07-26,0.0,26.1,19.9,1.1,0.8,8.7583,10.5726
2016-07-27,1.0,27.3,22.2,1.6,0.3,9.1583,10.8035
2016-07-28,0.0,31.3,22.1,1.7,6.2,9.7833,11.016
2016-07-29,0.0,31.5,21.3,1.8,12.2,,11.5018
2016-07-30,0.0,30.9,19.2,1.5,11.3,12.5333,11.8276
2016-07-31,5.0,29.6,22.0,2.0,7.6,11.8208,11.9552
2016-08-01,5.5,29.6,23.1,2.2,9.1,11.4833,11.9744
2016-08-02,2.5,29.8,23.1,1.6,3.6,10.4708,12.2928
2016-08-03,22.0,31.1,22.2,1.3,3.0,10.375,12.6065
2016-08-04,0.0,31.7,22.2,1.5,10.7,10.6458,12.9708
2016-08-05,0.0,34.0,22.8,1.7,12.1,13.1833,13.1393
2016-08-06,0.0,33.3,23.0,1.6,11.1,14.1083,12.9316
2016-08-07,0.0,31.1,21.9,1.9,10.4,13.5542,12.6613
2016-08-08,0.5,30.5,24.5,2.8,2.4,,12.5411
2016-08-09,0.0,36.6,24.9,2.0,7.7,13.7125,12.5198
2016-08-10,0.0,30.6,23.5,2.4,9.0,12.6667,12.2172
2016-08-11,0.0,27.7,21.7,1.6,2.6,12.925,11.6818
2016-08-12,0.0,28.8,19.9,1.7,10.6,11.825,11.5042
2016-08-13,0.0,28.5,19.0,1.9,10.0,11.7292,10.8714
2016-08-14,0.0,27.3,18.9,1.8,5.8,12.2167,10.2286
2016-08-15,0.0,30.9,20.6,1.7,2.4,12.7125,9.6125
2016-08-16,38.0,31.0,20.9,2.5,5.8,12.3708,8.856
2016-08-17,77.5,34.3,23.7,3.4,7.0,11.2917,8.0536
2016-08-18,53.0,29.1,23.5,1.7,0.6,8.3833,7.397
2016-08-19,0.5,28.3,23.4,2.3,6.1,,7.2161
2016-08-20,11.0,30.3,23.6,2.4,4.8,7.3958,7.2057
2016-08-21,0.5,32.6,23.5,1.9,6.9,7.2292,7.1537
2016-08-22,48.5,26.9,23.4,3.8,0.0,7.9042,7.1429
2016-08-23,28.0,31.0,21.1,1.8,0.9,7.4167,7.0322
2016-08-24,0.0,28.7,20.3,1.6,7.1,6.7542,6.978
2016-08-25,0.0,31.1,21.2,1.7,10.8,6.6958,7.0131
2016-08-26,0.0,31.6,20.4,1.5,11.1,7.1167,7.0191
2016-08-27,0.5,24.1,20.9,2.6,0.0,7.1333,7.0399
2016-08-28,3.5,25.1,20.0,2.7,0.0,6.9792,7.0327
2016-08-29,0.5,29.2,21.6,2.8,4.4,,7.0619
2016-08-30,26.5,28.2,22.3,3.2,1.3,7.1292,7.0599
2016-08-31,0.0,31.8,20.0,2.2,11.4,7.0375,7.05
2016-09-01,0.0,31.4,19.8,1.5,11.3,7.0,6.9589
2016-09-02,0.0,29.0,20.6,2.1,9.0,6.7375,6.8363
2016-09-03,0.0,28.9,22.5,2.4,8.7,7.2625,6.7631
2016-09-04,1.0,28.1,22.2,1.6,1.0,7.0833,6.6512
2016-09-05,7.0,31.1,21.4,1.3,7.5,7.1833,6.5798
2016-09-06,0.0,32.9,23.6,1.8,8.1,7.0458,6.4536
2016-09-07,15.0,24.9,22.4,1.5,0.2,,6.3101
2016-09-08,15.5,30.7,21.7,2.2,2.3,6.4,6.2458
2016-09-09,0.0,29.2,22.0,1.6,7.4,6.1417,6.1438
2016-09-10,0.0,29.5,20.3,1.5,8.3,6.225,6.1104
2016-09-11,3.0,24.8,21.1,1.6,0.7,6.4792,6.0328
2016-09-12,1.5,26.9,21.4,2.1,1.9,6.5833,5.9432
2016-09-13,34.5,24.0,21.2,1.5,0.0,6.3,5.8641
2016-09-14,0.0,26.5,20.1,1.1,0.2,6.0417,5.8516
2016-09-15,3.5,27.3,20.5,1.1,1.3,5.7958,5.8307
2016-09-16,0.0,25.4,19.3,1.0,0.0,5.5833,5.7474
2016-09-17,0.0,29.2,18.8,1.1,6.2,5.875,5.6818
2016-09-18,11.0,24.4,20.9,1.9,0.0,5.6042,5.5974
2016-09-19,16.0,22.2,19.2,2.0,0.0,5.7625,5.525
2016-09-20,62.5,21.4,17.3,3.7,0.0,5.95,5.4214
2016-09-21,0.0,23.2,17.1,2.4,4.3,6.2,5.3458
2016-09-22,26.0,21.7,18.2,1.9,0.0,5.875,5.2035
2016-09-23,3.5,21.7,18.4,0.7,0.0,5.1292,5.1167
2016-09-24,3.5,22.6,19.4,1.3,0.0,5.0583,5.1146
2016-09-25,0.0,27.3,18.7,1.0,5.9,5.2,5.0771
2016-09-26,0.0,28.4,20.4,1.4,2.0,5.025,4.9639
2016-09-27,0.0,28.8,20.3,1.3,2.8,4.9333,5.0319
2016-09-28,0.0,29.7,22.3,1.2,1.7,,5.0306
2016-09-29,1.5,23.5,18.3,1.5,0.0,,5.0306
2016-09-30,0.0,23.4,16.5,1.3,8.4,5.3542,4.9988
2016-10-01,14.5,21.1,16.5,1.2,0.0,5.1167,4.9018
2016-10-02,0.0,26.7,17.3,1.2,7.6,4.8333,4.8166
2016-10-03,8.0,24.4,18.7,1.1,0.0,4.5208,4.7434
2016-10-04,0.0,31.2,18.9,1.7,7.0,5.4333,4.7202
2016-10-05,0.0,25.6,17.2,1.9,3.6,4.925,4.544
2016-10-06,0.0,30.1,17.1,2.4,10.4,,4.4619
2016-10-07,0.0,23.1,13.1,1.3,10.4,4.8083,4.464
2016-10-08,7.5,23.0,15.5,0.9,0.0,4.675,4.4016
2016-10-09,12.5,25.0,16.0,2.0,0.0,4.5208,4.3448
2016-10-10,0.0,19.2,14.4,1.6,0.1,4.3208,4.3196
2016-10-11,0.0,19.6,13.1,1.7,0.5,4.3583,4.2899
2016-10-12,0.0,22.8,9.7,1.5,9.7,4.2,4.3333
2016-10-13,0.0,17.0,12.9,2.0,0.0,4.35,4.3905
2016-10-14,0.0,18.7,7.7,1.2,3.9,4.4792,4.4179
2016-10-15,0.0,22.7,6.3,1.2,10.9,4.3083,4.3774
2016-10-16,0.0,24.1,8.3,1.2,9.6,4.2208,4.4024
2016-10-17,12.5,19.0,14.6,0.9,0.2,,4.4792
2016-10-18,0.5,24.5,15.4,1.2,3.5,4.1125,4.5161
2016-10-19,0.0,22.8,15.3,1.6,2.8,4.6625,4.6266
2016-10-20,0.0,26.1,11.6,0.9,10.4,4.6,4.6578
2016-10-21,0.0,19.9,8.6,1.1,7.3,4.5417,4.6661
2016-10-22,0.0,20.3,9.0,1.2,0.2,4.1958,4.7464
2016-10-23,0.0,20.6,10.3,2.3,7.0,4.4833,4.8768
2016-10-24,0.0,17.9,6.1,1.3,10.2,4.7583,4.9411
2016-10-25,1.0,20.1,4.1,1.2,4.7,4.775,4.9637
2016-10-26,0.0,24.5,11.8,1.3,7.4,4.9958,5.0411
2016-10-27,0.0,22.5,8.0,1.6,10.2,4.9125,4.9554
2016-10-28,62.5,15.8,6.1,1.1,0.0,,4.8565
2016-10-29,0.0,20.5,10.9,1.8,4.3,5.1042,4.7755
2016-10-30,0.5,13.7,7.1,1.1,0.0,5.1083,4.7328
2016-10-31,0.0,18.7,6.4,1.2,4.7,4.9333,4.712
2016-11-01,8.5,16.9,11.1,1.4,3.3,4.9167,4.6804
2016-11-02,2.0,12.3,8.4,1.5,0.0,5.3167,4.641
2016-11-03,4.5,18.8,4.6,1.8,9.1,4.3958,4.5257
2016-11-04,0.0,17.6,2.8,1.4,9.1,4.2208,4.6542
2016-11-05,0.0,20.2,6.1,1.2,5.4,4.2083,4.7215
2016-11-06,0.0,19.3,5.4,1.6,9.2,4.7625,4.8035
2016-11-07,0.0,13.3,4.6,1.9,4.2,4.9417,4.8117
2016-11-08,1.0,14.1,3.1,1.4,2.7,,4.6442
2016-11-09,5.0,15.1,1.1,1.7,7.0,,4.6063
2016-11-10,0.5,11.3,-0.4,1.0,1.7,4.625,4.6063
2016-11-11,51.5,13.7,6.8,2.4,0.0,5.1667,4.6025
2016-11-12,0.0,19.1,6.5,1.3,4.4,4.625,4.4125
2016-11-13,0.0,19.1,3.7,1.0,9.3,4.7,4.3284
2016-11-14,4.5,17.7,9.5,1.2,0.9,,4.3992
2016-11-15,1.0,18.7,9.5,1.7,1.3,4.1042,4.3806
2016-11-16,0.0,14.9,3.6,1.0,9.0,4.4167,4.3743
2016-11-17,0.0,17.9,4.6,1.5,8.8,,4.3736
2016-11-18,0.0,15.6,0.6,1.1,9.4,,5.05
2016-11-19,12.5,12.1,5.0,1.0,0.0,4.2167,5.201
2016-11-20,0.0,18.7,10.2,1.1,3.9,4.2042,5.2198
2016-11-21,0.5,14.4,9.4,2.6,0.0,5.0542,5.2255
2016-11-22,0.5,21.1,9.9,1.2,5.8,4.2875,5.25
2016-11-23,0.0,13.7,5.7,1.7,0.0,4.0667,5.4104
2016-11-24,24.0,5.9,-0.7,2.0,0.0,4.4125,5.3854
2016-11-25,0.0,11.7,-2.6,1.2,9.4,9.1083,5.58
2016-11-26,0.0,13.3,-0.6,1.7,6.5,6.2583,4.4925
2016-11-27,9.5,13.2,6.8,1.2,0.0,4.3667,3.985
2016-11-28,10.5,13.7,3.0,1.3,4.0,4.25,3.9233
2016-11-29,0.0,13.2,0.7,0.9,7.5,,3.8783
2016-11-30,0.0,11.1,0.0,1.6,5.7,,3.8542
2016-12-01,4.5,15.4,6.2,1.6,1.5,3.9167,3.8428
2016-12-02,0.0,15.6,1.9,1.4,9.3,,3.8305
2016-12-03,0.0,16.6,0.4,1.1,7.2,3.6708,3.7958
2016-12-04,1.0,15.6,5.4,1.1,4.4,3.7208,3.7393
2016-12-05,2.0,16.5,7.2,1.1,4.0,4.0583,3.7423
2016-12-06,0.0,16.9,-0.4,2.2,8.9,4.025,3.7214
2016-12-07,0.0,9.9,0.0,0.9,2.0,3.7333,3.6708
2016-12-08,0.0,14.0,-1.4,1.2,9.0,3.775,3.791
2016-12-09,0.0,16.2,2.1,1.6,9.1,,3.909
2016-12-10,0.0,11.8,-1.4,2.2,9.5,3.5875,3.981
2016-12-11,0.0,9.5,-3.8,1.0,9.1,3.275,4.0917
2016-12-12,0.0,11.1,-4.9,1.0,8.6,3.7417,4.2333
2016-12-13,5.0,13.3,2.0,1.3,2.7,3.9125,4.3153
2016-12-14,32.5,10.7,-1.4,1.9,0.3,,4.3236
2016-12-15,0.0,9.5,-3.1,1.2,9.2,4.4542,4.2363
2016-12-16,0.0,9.5,-3.1,2.2,5.7,4.4833,4.1994
2016-12-17,0.0,12.1,-3.1,1.9,9.3,4.4125,4.1125
2016-12-18,0.0,13.7,-3.6,0.7,8.0,4.3625,4.0548
2016-12-19,0.0,16.2,0.0,0.7,8.7,4.2667,3.9726
2016-12-20,0.0,16.3,0.7,0.9,5.2,,3.9065
2016-12-21,0.0,16.5,0.2,0.7,8.2,3.9625,3.9065
2016-12-22,1.5,19.6,2.3,2.0,1.6,3.7125,3.9107
2016-12-23,3.5,19.3,5.5,2.5,4.3,4.1958,3.9536
