,降水量,気温.1,気温.2,風向・風速,日照 時間 (h,day,mean
1998-04-22,0.0,27.6,15.6,1.4,7.4,,
1998-04-23,0.0,25.3,15.6,3.2,4.9,,
1998-04-24,12.0,23.4,18.5,2.5,0.0,,
1998-04-25,2.0,23.2,11.5,0.7,0.0,,
1998-04-26,3.0,11.3,8.5,3.0,0.0,,
1998-04-27,7.0,10.9,8.5,1.8,0.0,,
1998-04-28,1.0,14.5,9.6,1.4,4.1,,
1998-04-29,0.0,22.0,13.4,1.1,6.3,,
1998-04-30,0.0,19.1,11.7,1.5,9.8,,
1998-05-01,0.0,20.1,11.7,2.4,2.1,,
1998-05-02,0.0,26.7,13.8,3.5,7.0,,
1998-05-03,18.0,25.6,8.9,3.9,0.0,,
1998-05-04,0.0,12.1,5.9,3.0,9.4,,
1998-05-05,0.0,16.9,6.4,0.8,3.8,,
1998-05-06,0.0,25.1,12.9,1.0,0.3,,
1998-05-07,2.0,27.2,13.9,1.3,5.1,,
1998-05-08,29.0,27.9,13.2,1.3,0.0,,
1998-05-09,5.0,18.4,13.4,1.6,6.1,,
1998-05-10,0.0,22.5,13.7,1.4,0.0,,
1998-05-11,2.0,13.9,10.0,2.1,1.9,,
1998-05-12,14.0,17.8,11.2,1.2,0.0,,
1998-05-13,0.0,23.4,15.7,2.4,0.4,,
1998-05-14,0.0,20.4,12.1,0.9,2.7,,
1998-05-15,0.0,18.1,10.7,1.5,10.0,,
1998-05-16,0.0,25.7,9.2,1.7,7.3,,
1998-05-17,28.0,24.0,17.9,1.1,0.9,,
1998-05-18,9.0,25.5,19.8,1.2,0.0,,
1998-05-19,30.0,20.6,15.8,2.1,3.0,,
1998-05-20,0.0,25.8,14.1,1.2,11.7,,
1998-05-21,0.0,25.0,11.8,0.8,11.7,,
1998-05-22,0.0,18.4,12.2,1.7,11.7,,
1998-05-23,0.0,26.3,11.8,1.3,0.6,,
1998-05-24,13.0,24.9,15.8,2.3,0.6,,
1998-05-25,4.0,28.4,15.2,3.8,0.5,,
1998-05-26,17.0,14.6,11.6,2.2,0.0,,
1998-05-27,0.0,19.5,12.9,1.6,5.6,,
1998-05-28,0.0,20.8,12.2,1.7,10.3,,
1998-05-29,6.0,21.2,16.8,1.3,0.0,,
1998-05-30,2.0,24.5,17.3,0.5,0.8,,
1998-05-31,0.0,23.9,15.3,1.4,8.9,,
1998-06-01,0.0,27.5,15.4,1.5,9.7,,
1998-06-02,0.0,19.2,14.0,2.8,0.0,,
1998-06-03,11.0,17.6,13.4,2.1,0.0,,
1998-06-04,0.0,24.9,15.5,1.0,4.7,,
1998-06-05,1.0,20.1,13.6,2.0,0.0,,
1998-06-06,7.0,14.5,12.3,3.3,0.0,,
1998-06-07,0.0,14.5,12.5,2.2,0.1,,
1998-06-08,0.0,19.6,11.3,1.8,6.5,,
1998-06-09,0.0,20.6,13.1,0.8,0.0,,
1998-06-10,34.0,18.1,16.4,2.3,0.0,,
1998-06-11,0.0,20.2,14.5,2.2,1.8,,
1998-06-12,0.0,18.7,14.9,2.3,0.1,,
1998-06-13,10.0,18.1,15.2,1.5,0.0,,
1998-06-14,27.0,18.7,16.0,1.8,0.0,,
1998-06-15,0.0,20.5,16.3,1.5,0.6,,
1998-06-16,0.0,25.1,14.8,1.2,4.4,,
1998-06-17,0.0,21.8,17.2,1.1,1.2,,
1998-06-18,0.0,22.0,16.3,2.1,6.2,,
1998-06-19,5.0,24.9,17.1,1.8,0.0,,
1998-06-20,0.0,33.3,18.3,1.9,9.4,,
1998-06-21,3.0,22.5,16.4,0.8,0.1,,
1998-06-22,48.0,16.0,13.6,3.0,0.0,,
1998-06-23,0.0,15.6,14.0,2.0,0.0,,
1998-06-24,0.0,22.1,14.2,1.0,0.0,,
1998-06-25,1.0,23.4,19.1,0.9,0.0,,
1998-06-26,0.0,30.8,20.6,1.4,1.6,,
1998-06-27,0.0,31.7,23.5,1.1,0.3,,
1998-06-28,0.0,31.9,21.8,0.7,0.1,,
1998-06-29,12.0,28.3,19.3,0.8,2.3,,
1998-06-30,0.0,24.6,16.5,1.6,7.3,,
1998-07-01,0.0,30.6,19.5,1.6,0.6,,
1998-07-02,0.0,32.1,23.2,2.1,3.4,,
1998-07-03,0.0,34.0,23.2,0.8,3.5,,
1998-07-04,0.0,32.9,23.0,1.3,9.4,,
1998-07-05,0.0,26.7,20.9,1.5,6.7,,
1998-07-06,0.0,30.1,20.3,1.2,0.8,,
1998-07-07,0.0,27.1,20.8,1.2,1.2,,
1998-07-08,0.0,29.6,20.6,0.8,2.1,,
1998-07-09,22.0,33.4,22.6,1.1,1.8,,
1998-07-10,43.0,29.0,21.5,0.9,2.1,,
1998-07-11,2.0,26.1,18.3,1.9,0.6,,
1998-07-12,3.0,18.5,15.6,3.4,0.1,,
1998-07-13,0.0,18.4,15.4,2.4,0.0,,
1998-07-14,0.0,21.6,15.3,1.5,7.3,,
1998-07-15,0.0,20.0,16.1,1.4,0.0,,
1998-07-16,1.0,17.7,16.4,2.1,0.0,,
1998-07-17,2.0,18.9,16.7,2.6,0.0,,
1998-07-18,0.0,21.3,16.1,1.7,3.8,,
1998-07-19,0.0,23.6,17.4,0.7,1.3,,
1998-07-20,0.0,24.5,19.6,0.9,0.0,,
1998-07-21,0.0,22.4,18.3,2.7,1.6,,
1998-07-22,47.0,22.2,17.4,2.0,0.0,,
1998-07-23,56.0,28.8,21.4,3.5,3.2,,
1998-07-24,19.0,27.0,22.3,1.2,0.0,,
1998-07-25,12.0,23.9,21.4,2.1,0.0,,
1998-07-26,2.0,24.6,22.3,1.4,0.0,,
1998-07-27,1.0,30.5,22.3,1.2,3.5,,
1998-07-28,0.0,32.9,23.4,1.9,10.4,,
1998-07-29,5.0,30.6,20.5,1.8,3.4,,
1998-07-30,4.0,25.2,20.1,2.3,1.9,,
1998-07-31,0.0,24.9,19.9,1.6,1.5,,
1998-08-01,2.0,27.4,20.9,0.6,1.1,,
1998-08-02,0.0,29.7,23.9,0.7,0.0,,
1998-08-03,4.0,32.9,23.4,0.8,3.5,,
1998-08-04,11.0,27.4,23.6,0.7,0.0,,
1998-08-05,0.0,29.8,22.6,0.8,5.1,,
1998-08-06,1.0,24.8,21.6,1.5,0.0,,
1998-08-07,0.0,28.8,21.2,1.3,0.7,,
1998-08-08,0.0,22.7,19.6,2.6,0.0,,
1998-08-09,0.0,22.7,19.2,1.5,0.3,,
1998-08-10,0.0,26.9,18.3,1.0,3.2,,
1998-08-11,0.0,27.0,19.9,1.1,1.4,,
1998-08-12,0.0,30.6,22.5,0.6,0.5,,
1998-08-13,45.0,31.6,22.7,0.8,4.1,,
1998-08-14,1.0,30.2,22.8,0.8,4.6,,
1998-08-15,0.0,24.9,22.5,1.4,0.0,,
1998-08-16,1.0,33.8,22.7,1.1,2.5,,
1998-08-17,0.0,29.7,22.9,2.0,5.6,,
1998-08-18,0.0,25.5,22.3,1.6,0.4,,
1998-08-19,0.0,24.5,22.2,1.2,0.0,,
1998-08-20,0.0,31.0,22.6,0.8,0.5,,
1998-08-21,13.0,28.2,22.0,1.3,4.4,,
1998-08-22,0.0,24.7,22.4,2.2,0.0,,
1998-08-23,0.0,26.1,21.5,1.3,1.9,,
1998-08-24,0.0,29.0,21.5,1.0,7.3,,
1998-08-25,0.0,33.7,23.6,2.4,7.8,,
1998-08-26,0.0,33.2,25.6,2.5,3.1,,
1998-08-27,0.0,31.4,25.3,3.0,4.1,,
1998-08-28,0.0,29.1,25.6,2.5,0.0,,
1998-08-29,7.0,28.4,23.6,1.0,0.8,,
1998-08-30,39.0,25.7,20.7,2.0,0.0,,
1998-08-31,7.0,24.1,20.7,2.4,0.0,,
1998-09-01,13.0,23.2,19.9,2.5,0.4,,
1998-09-02,0.0,23.4,19.6,1.2,0.4,,
1998-09-03,0.0,25.2,18.5,1.0,4.0,,
1998-09-04,0.0,24.6,18.4,0.8,0.7,,
1998-09-05,0.0,25.1,18.4,1.0,7.2,,
1998-09-06,0.0,24.2,19.5,0.7,0.1,,
1998-09-07,14.0,21.5,19.5,0.3,0.0,,
1998-09-08,1.0,24.0,19.0,1.9,2.0,,
1998-09-09,0.0,26.3,18.9,1.8,11.4,,
1998-09-10,0.0,25.6,17.1,1.5,10.1,,
1998-09-11,0.0,24.7,18.6,1.7,2.9,,
1998-09-12,0.0,25.7,20.6,1.2,0.1,,
1998-09-13,0.0,26.4,18.5,1.3,10.7,,
1998-09-14,0.0,26.6,20.4,1.0,10.0,,
1998-09-15,22.0,27.1,20.5,1.0,0.5,,
1998-09-16,83.0,31.0,23.2,5.0,5.7,,
1998-09-17,0.0,29.4,19.9,1.5,3.5,,
1998-09-18,1.0,22.9,20.9,1.5,0.0,,
1998-09-19,0.0,30.8,21.9,1.0,3.2,,
1998-09-20,0.0,32.1,21.3,1.5,6.3,,
1998-09-21,14.0,29.7,23.7,3.0,2.1,,
1998-09-22,1.0,30.8,25.9,5.8,1.5,,
1998-09-23,1.0,27.3,21.0,1.8,0.0,,
1998-09-24,3.0,23.4,20.5,1.9,0.0,,
1998-09-25,0.0,31.7,22.8,2.6,10.1,,
1998-09-26,13.0,24.1,18.5,1.8,0.0,,
1998-09-27,23.0,18.8,17.2,1.3,0.0,,
1998-09-28,7.0,22.0,17.1,1.3,1.0,,
1998-09-29,1.0,22.4,17.5,1.5,0.1,,
1998-09-30,14.0,21.9,19.2,1.5,0.0,,
1998-10-01,39.0,21.1,20.0,1.0,0.0,,
1998-10-02,1.0,30.5,17.2,0.3,7.1,,
1998-10-03,0.0,24.3,14.3,1.0,10.2,,
1998-10-04,0.0,26.8,16.2,1.2,9.2,,
1998-10-05,0.0,20.2,15.7,1.9,0.8,,
1998-10-06,5.0,21.1,15.9,0.5,0.0,,
1998-10-07,0.0,22.9,17.0,0.7,1.5,,
1998-10-08,3.0,27.8,15.5,0.7,4.0,,
1998-10-09,0.0,25.2,12.1,0.8,10.3,,
1998-10-10,0.0,25.2,13.1,1.2,8.0,,
1998-10-11,0.0,20.7,11.2,2.1,10.1,,
1998-10-12,0.0,21.8,9.5,0.8,8.2,,
1998-10-13,2.0,21.2,13.2,0.9,1.7,,
1998-10-14,16.0,23.1,16.9,0.8,0.0,,
1998-10-15,0.0,28.6,19.7,3.2,3.7,,
1998-10-16,4.0,24.6,18.3,2.3,0.0,,
1998-10-17,36.0,18.1,16.1,3.2,0.0,,
1998-10-18,3.0,28.6,18.0,4.1,4.0,,
1998-10-19,0.0,23.5,18.0,1.3,7.9,,
1998-10-20,0.0,20.4,16.1,1.7,2.5,,
1998-10-21,26.0,16.2,12.4,2.1,0.0,,
1998-10-22,2.0,17.7,12.5,2.8,1.2,,
1998-10-23,4.0,16.6,11.9,2.3,0.0,,
1998-10-24,2.0,14.8,11.2,1.6,0.0,,
1998-10-25,0.0,23.3,8.2,0.4,9.6,,
1998-10-26,0.0,20.1,9.9,0.8,0.8,,
1998-10-27,0.0,17.0,9.2,0.7,0.5,,
1998-10-28,0.0,23.8,11.2,0.4,9.0,,
1998-10-29,0.0,19.2,12.7,0.6,0.7,,
1998-10-30,0.0,21.9,12.2,1.0,7.5,,
1998-10-31,0.0,22.6,12.8,0.6,7.3,,
1998-11-01,0.0,20.7,12.5,0.6,0.7,,
1998-11-02,0.0,15.6,12.4,1.6,0.0,,
1998-11-03,0.0,20.8,12.0,1.2,6.9,,
1998-11-04,0.0,22.7,11.6,1.1,3.6,,
1998-11-05,0.0,17.5,8.8,1.0,6.5,,
1998-11-06,0.0,13.3,6.9,2.4,6.7,,
1998-11-07,0.0,13.9,8.7,1.5,0.0,,
1998-11-08,0.0,20.3,6.5,0.7,7.4,,
1998-11-09,0.0,23.5,8.0,0.9,4.8,,
1998-11-10,0.0,15.8,7.3,1.3,5.1,,
1998-11-11,0.0,14.7,5.9,1.0,2.4,,
1998-11-12,0.0,15.8,3.2,1.2,8.8,,
1998-11-13,0.0,18.5,1.8,0.7,4.5,,
1998-11-14,0.0,21.0,3.5,0.3,8.5,,
1998-11-15,0.0,22.4,4.4,0.5,8.0,,
1998-11-16,0.0,21.5,4.8,0.6,7.3,,
1998-11-17,0.0,21.5,9.3,1.5,0.4,,
1998-11-18,0.0,13.7,2.8,1.4,5.0,,
1998-11-19,0.0,12.9,0.0,1.2,4.1,,
1998-11-20,0.0,12.1,0.1,1.0,8.4,,
1998-11-21,0.0,11.7,0.3,1.2,7.8,,
1998-11-22,1.0,8.6,0.6,1.7,1.9,,
1998-11-23,0.0,12.9,3.2,1.3,6.8,,
1998-11-24,0.0,13.3,2.0,0.8,5.3,,
1998-11-25,0.0,14.6,-0.1,0.7,8.0,,
1998-11-26,0.0,11.7,-2.6,0.5,7.9,,
1998-11-27,0.0,14.6,0.5,0.6,3.5,,
1998-11-28,0.0,18.7,3.4,1.4,7.0,,
1998-11-29,0.0,11.9,0.4,1.1,7.8,,
1998-11-30,1.0,15.1,0.7,0.5,6.1,,
1998-12-01,2.0,17.8,5.2,0.8,7.6,,
1998-12-02,3.0,11.8,2.3,2.7,0.0,,
1998-12-03,11.0,5.0,1.8,1.7,0.0,,
1998-12-04,0.0,8.5,1.1,1.6,4.9,,
1998-12-05,15.0,9.2,4.1,1.4,0.0,,
1998-12-06,1.0,12.3,6.2,1.9,5.8,,
1998-12-07,9.0,9.8,7.1,1.7,0.0,,
1998-12-08,0.0,11.8,5.2,0.4,0.0,,
1998-12-09,0.0,11.2,2.5,0.8,1.7,,
1998-12-10,0.0,8.4,1.1,1.3,1.8,,
1998-12-11,0.0,10.5,0.6,1.3,1.9,,
1998-12-12,0.0,9.2,-3.0,0.6,5.7,,
1998-12-13,0.0,12.2,-1.1,0.8,7.5,,
1998-12-14,0.0,15.3,-3.1,0.5,6.8,,
1998-12-15,0.0,14.5,4.1,0.7,3.4,,
1998-12-16,0.0,12.8,2.2,0.5,0.0,,
1998-12-17,0.0,15.7,0.1,0.5,7.5,,
1998-12-18,0.0,11.1,-2.1,0.9,7.6,,
1998-12-19,0.0,13.5,-0.6,0.6,7.4,,
1998-12-20,0.0,13.5,-0.6,1.8,4.3,,
1998-12-21,0.0,10.4,-3.0,0.4,7.6,,
1998-12-22,0.0,13.0,-4.1,0.6,6.6,,
1998-12-23,0.0,12.4,-0.7,1.5,5.0,,
1998-12-24,0.0,10.1,-2.5,1.8,7.6,,
1998-12-25,0.0,10.4,-4.5,0.5,7.7,,
1998-12-26,0.0,12.8,-1.8,1.0,6.5,,
1998-12-27,0.0,10.8,-2.9,1.0,5.1,,
1998-12-28,0.0,12.0,-2.9,0.7,7.6,,
1998-12-29,0.0,14.4,-1.7,0.5,6.4,,
1998-12-30,0.0,13.1,-2.2,1.3,7.3,,
1998-12-31,0.0,7.9,-4.0,0.9,4.0,,
1999-01-01,0.0,7.6,-6.3,0.6,7.6,,
1999-01-02,0.0,9.2,-6.4,0.7,7.4,,
1999-01-03,0.0,8.6,-4.0,1.0,6.8,,
1999-01-04,0.0,8.2,-6.1,1.2,6.1,,
1999-01-05,0.0,8.8,-5.3,0.6,7.7,,
1999-01-06,0.0,10.6,-4.3,0.5,5.3,,
1999-01-07,0.0,11.8,-1.2,1.5,5.6,,
1999-01-08,0.0,5.0,-4.3,1.4,6.3,,
1999-01-09,0.0,4.9,-6.5,1.5,7.5,,
1999-01-10,0.0,8.3,-2.7,1.4,7.8,,
1999-01-11,0.0,8.2,-4.9,1.6,7.9,,
1999-01-12,0.0,9.3,-5.3,1.0,7.5,,
1999-01-13,0.0,9.1,-7.0,0.7,7.5,,
1999-01-14,0.0,9.9,-5.7,1.6,7.9,,
1999-01-15,2.0,6.5,-2.7,0.7,0.0,,
1999-01-16,0.0,11.5,-3.8,1.1,7.9,,
1999-01-17,0.0,7.9,-4.1,1.1,8.0,,
1999-01-18,0.0,12.4,-1.5,1.0,3.9,,
1999-01-19,0.0,10.0,-1.4,0.9,1.9,,
1999-01-20,0.0,16.0,-0.7,1.3,7.7,,
1999-01-21,0.0,7.8,-2.9,1.3,8.2,,
1999-01-22,0.0,10.8,-6.0,0.5,8.4,,
1999-01-23,0.0,12.9,-3.5,0.7,6.2,,
1999-01-24,1.0,7.6,3.6,3.0,0.0,,
1999-01-25,6.0,9.1,4.1,1.7,0.2,,
1999-01-26,2.0,14.7,1.8,1.0,8.1,,
1999-01-27,0.0,7.7,2.4,0.7,0.1,,
1999-01-28,0.0,15.6,0.2,0.9,8.5,,
1999-01-29,0.0,8.9,-2.0,1.5,6.7,,
1999-01-30,0.0,4.4,-4.3,1.4,8.9,,
1999-01-31,0.0,11.3,-5.4,0.5,8.8,,
1999-02-01,0.0,11.3,-3.7,0.5,3.7,,
1999-02-02,0.0,10.4,-3.0,1.2,1.9,,
1999-02-03,0.0,4.4,-4.8,1.8,6.1,,
1999-02-04,0.0,5.1,-5.3,1.5,8.2,,
1999-02-05,0.0,8.0,-7.2,0.8,7.2,,
1999-02-06,0.0,9.0,-4.3,1.0,9.2,,
1999-02-07,0.0,10.7,-6.0,0.5,8.1,,
1999-02-08,0.0,13.4,-3.3,1.1,9.2,,
1999-02-09,0.0,9.2,-2.4,1.0,7.7,,
1999-02-10,0.0,11.5,-2.7,1.2,8.2,,
1999-02-11,22.0,6.9,1.1,1.8,0.0,,
1999-02-12,1.0,8.7,-0.5,1.8,8.9,,
1999-02-13,0.0,4.5,-4.5,2.8,9.5,,
1999-02-14,0.0,7.0,-6.6,1.3,9.6,,
1999-02-15,0.0,7.3,-7.3,0.6,8.7,,
1999-02-16,0.0,12.8,-2.8,1.1,9.4,,
1999-02-17,0.0,15.0,-2.7,0.5,9.3,,
1999-02-18,0.0,19.2,-1.3,1.4,4.9,,
1999-02-19,2.0,7.0,-1.2,1.7,0.0,,
1999-02-20,0.0,9.0,-4.6,0.9,6.5,,
1999-02-21,0.0,7.9,-4.4,1.5,8.6,,
1999-02-22,0.0,9.5,-5.8,0.8,10.1,,
1999-02-23,0.0,12.6,-4.1,0.7,9.0,,
1999-02-24,21.0,8.2,-2.4,1.3,0.0,,
1999-02-25,2.0,13.4,1.0,2.6,9.9,,
1999-02-26,0.0,10.9,-2.7,0.7,1.1,,
1999-02-27,1.0,13.9,2.1,2.0,1.0,,
1999-02-28,0.0,10.7,-3.3,1.5,10.3,,
1999-03-01,0.0,13.0,-1.8,0.9,7.3,,
1999-03-02,0.0,16.3,-2.7,1.4,9.5,,
1999-03-03,0.0,9.7,2.2,1.2,7.4,,
1999-03-04,0.0,15.5,-1.0,1.0,8.4,,
1999-03-05,0.0,18.5,0.7,1.8,4.0,,
1999-03-06,0.0,15.0,4.7,2.1,10.3,,
1999-03-07,10.0,9.4,3.3,2.4,0.0,,
1999-03-08,0.0,10.2,2.4,1.9,8.5,,
1999-03-09,13.0,6.1,0.3,2.1,0.0,,
1999-03-10,1.0,7.5,1.4,1.9,0.0,,
1999-03-11,0.0,7.7,1.4,2.0,0.0,,
1999-03-12,0.0,8.3,0.3,1.9,9.5,,
1999-03-13,0.0,10.4,-0.9,1.2,4.2,,
1999-03-14,0.0,17.3,1.7,0.7,7.9,,
1999-03-15,43.0,16.2,6.6,1.3,0.0,,
1999-03-16,9.0,11.6,3.6,2.3,4.9,,
1999-03-17,0.0,16.9,1.4,1.5,4.3,,
1999-03-18,0.0,20.0,9.6,2.5,6.6,,
1999-03-19,10.0,19.3,7.7,1.9,0.0,,
1999-03-20,7.0,7.3,1.3,2.5,0.0,,
1999-03-21,6.0,6.2,1.1,2.0,0.2,,
1999-03-22,9.0,9.6,-1.2,2.7,7.9,,
1999-03-23,0.0,10.5,-3.3,1.0,11.1,,
1999-03-24,0.0,18.2,2.1,1.4,7.6,,
1999-03-25,21.0,12.5,8.3,1.1,0.0,,
1999-03-26,7.0,16.6,9.8,0.6,0.4,,
1999-03-27,2.0,13.3,5.5,2.2,0.0,,
1999-03-28,0.0,10.5,3.6,1.9,5.9,,
1999-03-29,0.0,9.6,1.5,2.1,10.7,,
1999-03-30,1.0,7.9,1.0,1.4,0.0,,
1999-03-31,21.0,11.9,4.0,1.3,1.5,,
1999-04-01,0.0,18.8,1.2,1.8,6.7,,
1999-04-02,4.0,21.8,8.8,3.5,6.3,,
1999-04-03,2.0,10.0,3.3,2.0,8.5,,
1999-04-04,0.0,13.7,1.7,1.4,5.2,,
1999-04-05,0.0,17.7,4.7,0.8,0.0,,
1999-04-06,5.0,11.9,5.7,2.5,1.4,,
1999-04-07,4.0,11.6,3.3,1.8,6.2,,
1999-04-08,0.0,11.1,-0.7,1.7,8.4,,
1999-04-09,0.0,16.3,-2.6,1.4,11.2,,
1999-04-10,5.0,17.3,5.3,1.3,0.1,,
1999-04-11,44.0,15.9,12.0,3.0,0.0,,
1999-04-12,3.0,18.2,14.1,1.9,2.3,,
1999-04-13,0.0,24.6,13.5,2.8,5.7,,
1999-04-14,6.0,20.1,8.7,1.0,7.6,,
1999-04-15,0.0,17.1,3.6,1.3,10.2,,
1999-04-16,0.0,17.1,7.4,1.3,2.0,,
1999-04-17,0.0,18.9,5.9,1.1,7.4,,
1999-04-18,0.0,18.1,9.2,1.3,0.1,,
1999-04-19,17.0,15.5,11.9,1.5,0.0,,
1999-04-20,0.0,19.0,11.2,1.3,8.1,,
1999-04-21,1.0,16.2,9.2,1.9,8.6,,
1999-04-22,0.0,22.7,9.3,1.6,8.9,,
1999-04-23,5.0,19.1,12.1,1.7,0.0,,
1999-04-24,100.0,15.6,12.8,3.5,0.0,,
1999-04-25,26.0,19.5,12.8,1.6,1.0,,
1999-04-26,0.0,18.4,10.7,1.3,1.5,,
1999-04-27,0.0,20.0,13.2,1.4,9.3,,
1999-04-28,2.0,20.4,12.8,1.7,1.7,,
1999-04-29,8.0,14.5,5.3,2.3,3.4,,
1999-04-30,0.0,16.1,2.4,1.6,12.4,,
1999-05-01,0.0,22.5,3.9,1.3,12.0,,
1999-05-02,0.0,21.9,8.0,1.5,10.0,,
1999-05-03,0.0,22.5,13.6,2.4,1.6,,
1999-05-04,31.0,18.9,16.3,3.8,0.0,,
1999-05-05,19.0,23.9,13.5,2.7,4.9,,
1999-05-06,1.0,18.1,9.9,1.3,6.5,,
1999-05-07,0.0,25.2,7.6,1.7,12.1,,
1999-05-08,0.0,22.3,11.5,1.8,8.8,,
1999-05-09,0.0,24.8,12.8,1.1,1.0,,
1999-05-10,0.0,24.9,14.6,1.8,0.0,,
1999-05-11,0.0,17.5,10.3,1.9,0.0,,
1999-05-12,0.0,24.2,10.6,1.7,8.5,,
1999-05-13,0.0,26.8,11.4,1.0,10.7,,
1999-05-14,0.0,20.3,14.1,2.1,9.7,,
1999-05-15,3.0,17.8,12.5,2.2,0.4,,
1999-05-16,7.0,17.0,12.3,2.1,0.0,,
1999-05-17,0.0,19.2,11.3,1.5,10.0,,
1999-05-18,0.0,20.7,10.1,2.2,2.5,,
1999-05-19,6.0,21.6,14.6,1.5,0.0,,
1999-05-20,0.0,21.7,16.1,1.4,1.6,,
1999-05-21,0.0,26.1,12.2,1.5,11.1,,
1999-05-22,0.0,26.7,12.4,1.7,5.4,,
1999-05-23,0.0,25.8,11.6,1.0,10.5,,
1999-05-24,9.0,23.8,13.8,1.2,0.1,,
1999-05-25,0.0,28.9,16.6,1.4,5.1,,
1999-05-26,0.0,21.5,17.0,1.3,0.3,,
1999-05-27,10.0,26.7,17.1,2.7,0.0,,
1999-05-28,0.0,21.1,16.8,1.2,0.0,,
1999-05-29,0.0,19.7,15.4,2.0,0.0,,
1999-05-30,0.0,23.9,14.0,1.3,10.6,,
1999-05-31,0.0,22.6,12.0,1.0,0.7,,
1999-06-01,0.0,23.2,11.0,1.6,12.3,,
1999-06-02,0.0,27.4,12.4,1.4,5.0,,
1999-06-03,0.0,26.3,18.4,1.0,0.0,,
1999-06-04,0.0,25.0,17.7,1.5,0.5,,
1999-06-05,0.0,25.2,17.2,1.1,7.4,,
1999-06-06,0.0,26.8,17.0,1.8,5.2,,
1999-06-07,11.0,22.0,17.1,1.3,0.0,,
1999-06-08,0.0,25.0,16.2,1.4,9.8,,
1999-06-09,1.0,24.6,15.2,0.9,6.6,,
1999-06-10,0.0,23.7,14.8,2.1,8.7,,
1999-06-11,0.0,25.1,15.2,1.8,0.5,,
1999-06-12,0.0,28.3,14.3,1.9,10.3,,
1999-06-13,0.0,29.8,17.4,2.2,6.5,,
1999-06-14,0.0,30.9,19.1,2.2,10.1,,
1999-06-15,0.0,30.0,20.7,1.5,0.8,,
1999-06-16,6.0,29.8,19.9,1.3,1.8,,
1999-06-17,5.0,26.4,17.4,1.8,0.0,,
1999-06-18,9.0,17.4,13.9,2.0,0.0,,
1999-06-19,12.0,17.0,14.4,1.8,0.0,,
1999-06-20,23.0,16.9,15.1,2.1,0.0,,
1999-06-21,0.0,22.8,14.7,1.1,7.2,,
1999-06-22,5.0,22.5,14.5,1.3,3.4,,
1999-06-23,0.0,24.8,17.5,1.6,5.4,,
1999-06-24,0.0,28.9,20.9,2.9,0.1,,
1999-06-25,9.0,24.2,18.6,1.2,0.0,,
1999-06-26,1.0,25.8,18.5,0.8,0.6,,
1999-06-27,14.0,24.8,20.0,2.0,0.0,,
1999-06-28,0.0,22.2,17.8,1.9,0.0,,
1999-06-29,9.0,20.6,17.7,2.0,0.0,,
1999-06-30,39.0,24.8,19.5,3.3,0.0,,
1999-07-01,0.0,24.1,17.3,1.0,3.3,,
1999-07-02,0.0,27.4,17.7,1.4,7.1,,
1999-07-03,12.0,26.8,21.8,2.4,0.0,,
1999-07-04,1.0,29.5,20.0,1.6,1.3,,
1999-07-05,0.0,21.6,18.9,2.0,0.0,,
1999-07-06,0.0,20.7,16.2,2.8,3.7,,
1999-07-07,0.0,21.7,14.2,2.1,9.9,,
1999-07-08,0.0,21.8,13.7,2.5,12.0,,
1999-07-09,0.0,22.3,17.2,2.9,0.5,,
1999-07-10,11.0,20.8,15.0,2.6,0.0,,
1999-07-11,23.0,22.4,18.3,3.1,0.0,,
1999-07-12,13.0,27.0,21.4,1.7,0.6,,
1999-07-13,55.0,24.9,20.7,2.0,0.0,,
1999-07-14,19.0,30.2,23.9,3.0,0.8,,
1999-07-15,6.0,27.2,22.4,1.5,0.0,,
1999-07-16,29.0,32.4,22.0,1.5,3.8,,
1999-07-17,0.0,29.7,23.6,1.3,0.0,,
1999-07-18,0.0,26.8,21.5,1.6,0.0,,
1999-07-19,1.0,24.5,20.5,2.7,1.5,,
1999-07-20,0.0,26.8,21.0,1.0,0.6,,
1999-07-21,32.0,31.5,23.4,0.9,0.3,,
1999-07-22,0.0,32.8,23.5,0.5,4.2,,
1999-07-23,0.0,33.6,23.4,1.3,7.9,,
1999-07-24,0.0,33.4,23.5,2.2,11.6,,
1999-07-25,0.0,34.4,23.4,1.5,11.2,,
1999-07-26,0.0,34.3,22.8,1.4,8.6,,
1999-07-27,0.0,34.0,25.3,2.7,10.0,,
1999-07-28,0.0,33.5,25.0,2.9,5.8,,
1999-07-29,0.0,34.9,25.2,3.1,7.8,,
1999-07-30,0.0,35.0,24.7,2.7,12.5,,
1999-07-31,0.0,35.1,24.6,2.7,12.7,,
1999-08-01,0.0,35.0,24.7,3.6,10.9,,
1999-08-02,1.0,32.7,24.7,3.3,9.1,,
1999-08-03,0.0,33.0,24.4,2.7,11.2,,
1999-08-04,0.0,32.5,23.9,1.5,9.2,,
1999-08-05,0.0,32.5,24.4,1.7,8.1,,
1999-08-06,0.0,32.0,24.1,1.9,10.3,,
1999-08-07,0.0,32.2,23.3,1.6,6.0,,
1999-08-08,0.0,31.3,22.6,1.4,12.6,,
1999-08-09,0.0,30.4,23.6,1.5,9.1,,
1999-08-10,13.0,27.0,23.8,1.7,0.0,,
1999-08-11,0.0,33.8,24.4,1.9,11.4,,
1999-08-12,0.0,29.9,22.6,1.3,7.8,,
